"Fecha Hora","Fecha Hora(RAW)","Trafico suma (volumen)","Trafico suma (volumen)(RAW)","Trafico suma (velocidad)","Trafico suma (velocidad)(RAW)","Trafico in (volumen)","Trafico in (volumen)(RAW)","Trafico in (velocidad)","Trafico in (velocidad)(RAW)","Trafico out (volumen)","Trafico out (volumen)(RAW)","Trafico out (velocidad)","Trafico out (velocidad)(RAW)","Downtime","Downtime(RAW)","Cobertura","Cobertura(RAW)"
"01.09.2018 12:00:00 AM - 01:00:00 AM","43344.2500000000","4,458,494 KByte","4565498325.6624","10,146 kbit/s","1268306.7177","3,961,282 KByte","4056352795.8557","9,015 kbit/s","1126864.8313","497,212 KByte","509145529.8067","1,132 kbit/s","141441.8864","0 %","0.0000","100 %","0000009999"
"01.09.2018 01:00:00 AM - 02:00:00 AM","43344.2916666667","3,379,485 KByte","3460592499.8404","7,691 kbit/s","961353.1367","3,218,507 KByte","3295750888.6162","7,324 kbit/s","915560.1114","160,978 KByte","164841611.2241","366 kbit/s","45793.0253","0 %","0.0000","100 %","0000009999"
"01.09.2018 02:00:00 AM - 03:00:00 AM","43344.3333333333","3,517,649 KByte","3602072176.5059","8,005 kbit/s","1000675.6722","3,230,055 KByte","3307576318.0670","7,351 kbit/s","918863.0858","287,594 KByte","294495858.4389","655 kbit/s","81812.5864","0 %","0.0000","100 %","0000009999"
"01.09.2018 03:00:00 AM - 04:00:00 AM","43344.3750000000","3,527,360 KByte","3612016648.7081","8,028 kbit/s","1003443.8771","3,413,209 KByte","3495125577.0865","7,768 kbit/s","970970.7072","114,151 KByte","116891071.6216","260 kbit/s","32473.1698","0 %","0.0000","100 %","0000009999"
"01.09.2018 04:00:00 AM - 05:00:00 AM","43344.4166666667","2,175,130 KByte","2227332624.4013","4,950 kbit/s","618758.5075","2,089,572 KByte","2139722183.3055","4,755 kbit/s","594420.1105","85,557 KByte","87610441.0959","195 kbit/s","24338.3971","0 %","0.0000","100 %","0000009999"
"01.09.2018 05:00:00 AM - 06:00:00 AM","43344.4583333333","1,500,728 KByte","1536745766.5176","3,415 kbit/s","426914.1437","1,417,204 KByte","1451216727.4548","3,225 kbit/s","403153.8333","83,524 KByte","85529039.0628","190 kbit/s","23760.3104","0 %","0.0000","100 %","0000009999"
"01.09.2018 06:00:00 AM - 07:00:00 AM","43344.5000000000","13,253,682 KByte","13571770853.9999","30,162 kbit/s","3770302.9056","11,759,018 KByte","12041234363.3574","26,761 kbit/s","3345112.5424","1,494,665 KByte","1530536490.6425","3,402 kbit/s","425190.3631","0 %","0.0000","100 %","0000009999"
"01.09.2018 07:00:00 AM - 08:00:00 AM","43344.5416666667","57,867,400 KByte","59256217828.3105","131,692 kbit/s","16461478.0240","51,287,873 KByte","52518781912.3798","116,718 kbit/s","14589806.8757","6,579,527 KByte","6737435915.9307","14,973 kbit/s","1871671.1483","0 %","0.0000","100 %","0000009999"
"01.09.2018 08:00:00 AM - 09:00:00 AM","43344.5833333333","77,950,421 KByte","79821231155.2078","177,396 kbit/s","22174473.6783","70,438,844 KByte","72129376643.2673","160,301 kbit/s","20037663.4219","7,511,577 KByte","7691854511.9406","17,094 kbit/s","2136810.2564","0 %","0.0000","100 %","0000009999"
"01.09.2018 09:00:00 AM - 10:00:00 AM","43344.6250000000","94,537,411 KByte","96806309096.1908","215,144 kbit/s","26892957.1980","85,246,909 KByte","87292834729.8608","194,001 kbit/s","24250097.8501","9,290,502 KByte","9513474366.3300","21,143 kbit/s","2642859.3480","0 %","0.0000","100 %","0000009999"
"01.09.2018 10:00:00 AM - 11:00:00 AM","43344.6666666667","93,546,392 KByte","95791505220.5203","212,891 kbit/s","26611412.5914","84,619,900 KByte","86650777340.7159","192,577 kbit/s","24072067.5792","8,926,492 KByte","9140727879.8044","20,315 kbit/s","2539345.0122","0 %","0.0000","100 %","0000009999"
"01.09.2018 11:00:00 AM - 12:00:00 PM","43344.7083333333","117,665,271 KByte","120489237281.1003","267,776 kbit/s","33472021.9132","105,015,211 KByte","107535576008.7131","238,988 kbit/s","29873482.7927","12,650,060 KByte","12953661272.3872","28,788 kbit/s","3598539.1206","0 %","0.0000","100 %","0000009999"
"01.09.2018 12:00:00 PM - 01:00:00 PM","43344.7500000000","93,369,908 KByte","95610785791.6872","212,486 kbit/s","26560765.0059","77,686,854 KByte","79551338375.9762","176,795 kbit/s","22099435.6130","15,683,054 KByte","16059447415.7110","35,691 kbit/s","4461329.3929","0 %","0.0000","100 %","0000009999"
"01.09.2018 01:00:00 PM - 02:00:00 PM","43344.7916666667","47,232,745 KByte","48366330563.6162","107,491 kbit/s","13436360.8129","42,170,822 KByte","43182921525.0156","95,971 kbit/s","11996388.9715","5,061,923 KByte","5183409038.6006","11,520 kbit/s","1439971.8414","0 %","0.0000","100 %","0000009999"
"01.09.2018 02:00:00 PM - 03:00:00 PM","43344.8333333333","42,663,026 KByte","43686939041.9347","97,089 kbit/s","12136171.0578","39,327,386 KByte","40271243217.6208","89,498 kbit/s","11187295.4965","3,335,640 KByte","3415695824.3139","7,591 kbit/s","948875.5613","0 %","0.0000","100 %","0000009999"
"01.09.2018 03:00:00 PM - 04:00:00 PM","43344.8750000000","26,444,717 KByte","27079390581.0867","60,182 kbit/s","7522784.3210","23,972,144 KByte","24547475432.6216","54,555 kbit/s","6819406.1736","2,472,573 KByte","2531915148.4651","5,627 kbit/s","703378.1474","0 %","0.0000","100 %","0000009999"
"01.09.2018 04:00:00 PM - 05:00:00 PM","43344.9166666667","25,450,374 KByte","26061183267.7072","57,919 kbit/s","7239861.1176","23,022,124 KByte","23574655370.4836","52,393 kbit/s","6549097.5227","2,428,250 KByte","2486527897.2236","5,526 kbit/s","690763.5949","0 %","0.0000","100 %","0000009999"
"01.09.2018 05:00:00 PM - 06:00:00 PM","43344.9583333333","17,718,621 KByte","18143867682.4470","40,323 kbit/s","5040383.2771","15,436,821 KByte","15807304980.3232","35,130 kbit/s","4391283.9904","2,281,800 KByte","2336562702.1238","5,193 kbit/s","649099.2866","0 %","0.0000","100 %","0000009999"
"01.09.2018 06:00:00 PM - 07:00:00 PM","43345.0000000000","8,418,289 KByte","8620328252.0858","19,158 kbit/s","2394721.8817","7,342,920 KByte","7519150391.4235","16,711 kbit/s","2088815.3499","1,075,369 KByte","1101177860.6624","2,447 kbit/s","305906.5318","0 %","0.0000","100 %","0000009999"
"01.09.2018 07:00:00 PM - 08:00:00 PM","43345.0416666667","10,349,911 KByte","10598308685.0782","23,554 kbit/s","2944228.1655","9,539,386 KByte","9768330943.1505","21,709 kbit/s","2713658.9382","810,525 KByte","829977741.9277","1,845 kbit/s","230569.2273","0 %","0.0000","100 %","0000009999"
"01.09.2018 08:00:00 PM - 09:00:00 PM","43345.0833333333","12,314,326 KByte","12609870010.1056","28,025 kbit/s","3503062.7836","10,251,455 KByte","10497490270.2724","23,330 kbit/s","2916236.8412","2,062,871 KByte","2112379739.8332","4,695 kbit/s","586825.9423","0 %","0.0000","100 %","0000009999"
"01.09.2018 09:00:00 PM - 10:00:00 PM","43345.1250000000","14,589,982 KByte","14940141275.5492","33,204 kbit/s","4150442.7585","13,515,940 KByte","13840322545.6374","30,759 kbit/s","3844907.8509","1,074,042 KByte","1099818729.9118","2,444 kbit/s","305534.9075","0 %","0.0000","100 %","0000009999"
"01.09.2018 10:00:00 PM - 11:00:00 PM","43345.1666666667","4,225,580 KByte","4326993765.6863","9,617 kbit/s","1202066.2584","3,977,166 KByte","4072618231.3342","9,051 kbit/s","1131399.1247","248,414 KByte","254375534.3521","565 kbit/s","70667.1337","0 %","0.0000","100 %","0000009999"
"01.09.2018 11:00:00 PM - 12:00:00 AM","43345.2083333333","1,790,015 KByte","1832975750.0262","4,074 kbit/s","509205.1932","1,623,375 KByte","1662335812.6213","3,694 kbit/s","461800.9969","166,641 KByte","170639937.4048","379 kbit/s","47404.1963","0 %","0.0000","100 %","0000009999"
"02.09.2018 12:00:00 AM - 01:00:00 AM","43345.2500000000","3,593,768 KByte","3680018069.5721","8,179 kbit/s","1022318.1143","1,575,973 KByte","1613795937.2128","3,587 kbit/s","448316.4996","2,017,795 KByte","2066222132.3593","4,592 kbit/s","574001.6147","0 %","0.0000","100 %","0000009999"
"02.09.2018 01:00:00 AM - 02:00:00 AM","43345.2916666667","3,216,419 KByte","3293612816.2242","7,320 kbit/s","914966.1546","2,501,495 KByte","2561530413.3405","5,693 kbit/s","711593.5487","714,924 KByte","732082402.8836","1,627 kbit/s","203372.6058","0 %","0.0000","100 %","0000009999"
"02.09.2018 02:00:00 AM - 03:00:00 AM","43345.3333333333","917,226 KByte","939239700.2999","2,087 kbit/s","260923.8348","836,907 KByte","856993084.9948","1,905 kbit/s","238075.4583","80,319 KByte","82246615.3051","183 kbit/s","22848.3765","0 %","0.0000","100 %","0000009999"
"02.09.2018 03:00:00 AM - 04:00:00 AM","43345.3750000000","1,071,969 KByte","1097695968.8952","2,440 kbit/s","304940.1115","894,339 KByte","915803310.2038","2,035 kbit/s","254410.3026","177,630 KByte","181892658.6914","404 kbit/s","50529.8090","0 %","0.0000","100 %","0000009999"
"02.09.2018 04:00:00 AM - 05:00:00 AM","43345.4166666667","837,259 KByte","857353290.7711","1,905 kbit/s","238176.8480","796,824 KByte","815947514.8750","1,813 kbit/s","226674.1252","40,435 KByte","41405775.8961","92 kbit/s","11502.7227","0 %","0.0000","100 %","0000009999"
"02.09.2018 05:00:00 AM - 06:00:00 AM","43345.4583333333","1,196,444 KByte","1225158621.6993","2,723 kbit/s","340351.1474","1,137,591 KByte","1164893222.9276","2,589 kbit/s","323609.3172","58,853 KByte","60265398.7717","134 kbit/s","16741.8302","0 %","0.0000","100 %","0000009999"
"02.09.2018 06:00:00 AM - 07:00:00 AM","43345.5000000000","2,402,291 KByte","2459946177.4443","5,467 kbit/s","683384.8228","2,222,676 KByte","2276020314.9173","5,058 kbit/s","632289.3378","179,615 KByte","183925862.5270","409 kbit/s","51095.4850","0 %","0.0000","100 %","0000009999"
"02.09.2018 07:00:00 AM - 08:00:00 AM","43345.5416666667","1,924,113 KByte","1970291896.0457","4,379 kbit/s","547351.9580","1,831,717 KByte","1875678402.8869","4,169 kbit/s","521068.0957","92,396 KByte","94613493.1589","210 kbit/s","26283.8622","0 %","0.0000","100 %","0000009999"
"02.09.2018 08:00:00 AM - 09:00:00 AM","43345.5833333333","1,063,273 KByte","1088791194.1203","2,420 kbit/s","302468.0442","846,907 KByte","867232589.7988","1,927 kbit/s","240918.6874","216,366 KByte","221558604.3215","492 kbit/s","61549.3568","0 %","0.0000","100 %","0000009999"
"02.09.2018 09:00:00 AM - 10:00:00 AM","43345.6250000000","733,852 KByte","751463962.6795","1,670 kbit/s","208757.9660","555,932 KByte","569274248.6479","1,265 kbit/s","158145.3538","177,920 KByte","182189714.0316","405 kbit/s","50612.6122","0 %","0.0000","100 %","0000009999"
"02.09.2018 10:00:00 AM - 11:00:00 AM","43345.6666666667","2,836,600 KByte","2904678218.6046","6,455 kbit/s","806922.3042","1,453,746 KByte","1488635774.3156","3,308 kbit/s","413544.3993","1,382,854 KByte","1416042444.2890","3,147 kbit/s","393377.9049","0 %","0.0000","100 %","0000009999"
"02.09.2018 11:00:00 AM - 12:00:00 PM","43345.7083333333","3,121,249 KByte","3196158684.5540","7,103 kbit/s","887895.8481","2,300,418 KByte","2355627987.7444","5,235 kbit/s","654395.6407","820,831 KByte","840530696.8096","1,868 kbit/s","233500.2075","0 %","0.0000","100 %","0000009999"
"02.09.2018 12:00:00 PM - 01:00:00 PM","43345.7500000000","2,566,573 KByte","2628170492.3625","5,841 kbit/s","730110.2296","1,804,838 KByte","1848154168.3615","4,107 kbit/s","513420.3691","761,735 KByte","780016324.0010","1,734 kbit/s","216689.8605","0 %","0.0000","100 %","0000009999"
"02.09.2018 01:00:00 PM - 02:00:00 PM","43345.7916666667","2,060,918 KByte","2110380068.8454","4,690 kbit/s","586267.1699","1,737,189 KByte","1778882025.1881","3,953 kbit/s","494176.4500","323,729 KByte","331498043.6573","737 kbit/s","92090.7199","0 %","0.0000","100 %","0000009999"
"02.09.2018 02:00:00 PM - 03:00:00 PM","43345.8333333333","231,273 KByte","236823834.0395","526 kbit/s","65790.2464","219,643 KByte","224914049.5633","500 kbit/s","62481.6788","11,631 KByte","11909784.4762","26 kbit/s","3308.5676","0 %","0.0000","100 %","0000009999"
"02.09.2018 03:00:00 PM - 04:00:00 PM","43345.8750000000","6,649 KByte","6808472.0042","15 kbit/s","1891.4103","5,208 KByte","5332922.0454","12 kbit/s","1481.4989","1,441 KByte","1475549.9588","3.28 kbit/s","409.9114","0 %","0.0000","100 %","0000009999"
"02.09.2018 04:00:00 PM - 05:00:00 PM","43345.9166666667","486,541 KByte","498218312.5213","1,107 kbit/s","138406.2785","475,794 KByte","487213157.0480","1,083 kbit/s","135349.0191","10,747 KByte","11005155.4732","24 kbit/s","3057.2594","0 %","0.0000","100 %","0000009999"
"02.09.2018 05:00:00 PM - 06:00:00 PM","43345.9583333333","481,332 KByte","492883753.8065","1,095 kbit/s","136922.4230","447,054 KByte","457783327.3517","1,017 kbit/s","127171.5732","34,278 KByte","35100426.4547","78 kbit/s","9750.8498","0 %","0.0000","100 %","0000009999"
"02.09.2018 06:00:00 PM - 07:00:00 PM","43346.0000000000","2,129,838 KByte","2180954120.6753","4,847 kbit/s","605871.0783","1,966,975 KByte","2014182426.9170","4,476 kbit/s","559541.7471","162,863 KByte","166771693.7584","371 kbit/s","46329.3313","0 %","0.0000","100 %","0000009999"
"02.09.2018 07:00:00 PM - 08:00:00 PM","43346.0416666667","1,779,328 KByte","1822031869.4945","4,049 kbit/s","506162.1439","1,671,019 KByte","1711122944.6292","3,803 kbit/s","475351.5417","108,309 KByte","110908924.8653","246 kbit/s","30810.6022","0 %","0.0000","100 %","0000009999"
"02.09.2018 08:00:00 PM - 09:00:00 PM","43346.0833333333","2,000,944 KByte","2048966422.1704","4,554 kbit/s","569203.1920","1,910,899 KByte","1956760952.9515","4,349 kbit/s","543588.4982","90,044 KByte","92205469.2189","205 kbit/s","25614.6937","0 %","0.0000","100 %","0000009999"
"02.09.2018 09:00:00 PM - 10:00:00 PM","43346.1250000000","1,627,802 KByte","1666868933.0790","3,704 kbit/s","463060.3090","1,563,440 KByte","1600962655.8478","3,558 kbit/s","444751.3823","64,362 KByte","65906277.2312","146 kbit/s","18308.9267","0 %","0.0000","100 %","0000009999"
"02.09.2018 10:00:00 PM - 11:00:00 PM","43346.1666666667","1,145,594 KByte","1173088692.8114","2,607 kbit/s","325889.6539","1,081,461 KByte","1107415787.6761","2,461 kbit/s","307645.4065","64,134 KByte","65672905.1353","146 kbit/s","18244.2474","0 %","0.0000","100 %","0000009999"
"02.09.2018 11:00:00 PM - 12:00:00 AM","43346.2083333333","2,292,434 KByte","2347452085.1873","5,217 kbit/s","652122.5558","2,164,379 KByte","2216324421.1108","4,926 kbit/s","615695.2702","128,054 KByte","131127664.0765","291 kbit/s","36427.2856","0 %","0.0000","100 %","0000009999"
"03.09.2018 12:00:00 AM - 01:00:00 AM","43346.2500000000","1,746,902 KByte","1788828050.3601","3,975 kbit/s","496933.9507","1,634,982 KByte","1674221711.4336","3,721 kbit/s","465096.4687","111,920 KByte","114606338.9265","255 kbit/s","31837.4820","0 %","0.0000","100 %","0000009999"
"03.09.2018 01:00:00 AM - 02:00:00 AM","43346.2916666667","654,172 KByte","669872496.0447","1,489 kbit/s","186088.6162","598,817 KByte","613188608.4697","1,363 kbit/s","170341.9983","55,355 KByte","56683887.5750","126 kbit/s","15746.6178","0 %","0.0000","100 %","0000009999"
"03.09.2018 02:00:00 AM - 03:00:00 AM","43346.3333333333","1,867,090 KByte","1911900346.2357","4,249 kbit/s","531132.1166","1,610,084 KByte","1648725845.6545","3,664 kbit/s","458021.3869","257,006 KByte","263174500.5812","585 kbit/s","73110.7298","0 %","0.0000","100 %","0000009999"
"03.09.2018 03:00:00 AM - 04:00:00 AM","43346.3750000000","1,297,807 KByte","1328954122.7786","2,953 kbit/s","369185.7140","1,198,314 KByte","1227073151.3886","2,727 kbit/s","340883.0070","99,493 KByte","101880971.3901","226 kbit/s","28302.7070","0 %","0.0000","100 %","0000009999"
"03.09.2018 04:00:00 AM - 05:00:00 AM","43346.4166666667","583,167 KByte","597163402.0933","1,327 kbit/s","165893.0080","553,002 KByte","566274412.9602","1,258 kbit/s","157311.9944","30,165 KByte","30888989.1332","69 kbit/s","8581.0137","0 %","0.0000","100 %","0000009999"
"03.09.2018 05:00:00 AM - 06:00:00 AM","43346.4583333333","716,341 KByte","733533315.9658","1,630 kbit/s","203778.5002","673,476 KByte","689639635.5291","1,533 kbit/s","191584.6595","42,865 KByte","43893680.4367","98 kbit/s","12193.8407","0 %","0.0000","100 %","0000009999"
"03.09.2018 06:00:00 AM - 07:00:00 AM","43346.5000000000","28,976,567 KByte","29672004142.2310","65,944 kbit/s","8243024.7780","22,078,547 KByte","22608431938.3361","50,246 kbit/s","6280730.6095","6,898,020 KByte","7063572203.8950","15,698 kbit/s","1962294.1686","0 %","0.0000","100 %","0000009999"
"03.09.2018 07:00:00 AM - 08:00:00 AM","43346.5416666667","117,606,712 KByte","120429273146.7684","267,644 kbit/s","33455549.7007","97,850,377 KByte","100198786300.8421","222,684 kbit/s","27835470.4587","19,756,335 KByte","20230486845.9263","44,961 kbit/s","5620079.2420","0 %","0.0000","100 %","0000009999"
"03.09.2018 08:00:00 AM - 09:00:00 AM","43346.5833333333","131,386,799 KByte","134540081913.9482","299,003 kbit/s","37375359.5894","113,522,733 KByte","116247278186.2592","258,349 kbit/s","32293601.7408","17,864,066 KByte","18292803727.6890","40,654 kbit/s","5081757.8486","0 %","0.0000","100 %","0000009999"
"03.09.2018 09:00:00 AM - 10:00:00 AM","43346.6250000000","153,618,625 KByte","157305471828.6709","349,598 kbit/s","43699727.4289","134,646,369 KByte","137877881777.9475","306,422 kbit/s","38302709.8939","18,972,256 KByte","19427590050.7235","43,176 kbit/s","5397017.5350","0 %","0.0000","100 %","0000009999"
"03.09.2018 10:00:00 AM - 11:00:00 AM","43346.6666666667","187,280,336 KByte","191775063679.0981","426,206 kbit/s","53275734.6310","157,985,116 KByte","161776758475.0067","359,537 kbit/s","44942108.1585","29,295,220 KByte","29998305204.0914","66,669 kbit/s","8333626.4725","0 %","0.0000","100 %","0000009999"
"03.09.2018 11:00:00 AM - 12:00:00 PM","43346.7083333333","194,111,947 KByte","198770633580.5616","441,752 kbit/s","55218973.2367","160,659,142 KByte","164514961656.9953","365,621 kbit/s","45702662.9192","33,452,805 KByte","34255671923.5663","76,130 kbit/s","9516310.3175","0 %","0.0000","100 %","0000009999"
"03.09.2018 12:00:00 PM - 01:00:00 PM","43346.7500000000","155,233,274 KByte","158958872491.6315","353,271 kbit/s","44158922.2690","131,275,781 KByte","134426399870.6900","298,750 kbit/s","37343778.6123","23,957,493 KByte","24532472620.9415","54,521 kbit/s","6815143.6567","0 %","0.0000","100 %","0000009999"
"03.09.2018 01:00:00 PM - 02:00:00 PM","43346.7916666667","142,872,869 KByte","146301817887.9963","325,140 kbit/s","40642554.9454","121,701,184 KByte","124622012117.7236","276,959 kbit/s","34619918.2486","21,171,685 KByte","21679805770.2727","48,181 kbit/s","6022636.6968","0 %","0.0000","100 %","0000009999"
"03.09.2018 02:00:00 PM - 03:00:00 PM","43346.8333333333","180,347,103 KByte","184675433425.9333","410,426 kbit/s","51303291.7998","158,628,412 KByte","162435493996.5559","361,000 kbit/s","45124981.6641","21,718,691 KByte","22239939429.3774","49,426 kbit/s","6178310.1357","0 %","0.0000","100 %","0000009999"
"03.09.2018 03:00:00 PM - 04:00:00 PM","43346.8750000000","197,257,991 KByte","201992182442.7758","448,911 kbit/s","56113927.4721","171,575,500 KByte","175693311609.6341","390,464 kbit/s","48808036.1614","25,682,491 KByte","26298870833.1417","58,447 kbit/s","7305891.3107","0 %","0.0000","100 %","0000009999"
"03.09.2018 04:00:00 PM - 05:00:00 PM","43346.9166666667","220,693,774 KByte","225990424224.6149","502,239 kbit/s","62779826.3271","190,031,142 KByte","194591889107.1087","432,459 kbit/s","54057356.8315","30,662,632 KByte","31398535117.5063","69,780 kbit/s","8722469.4956","0 %","0.0000","100 %","0000009999"
"03.09.2018 05:00:00 PM - 06:00:00 PM","43346.9583333333","195,565,056 KByte","200258616857.4660","445,061 kbit/s","55632647.7660","171,534,553 KByte","175651382432.1130","390,373 kbit/s","48796659.2490","24,030,502 KByte","24607234425.3530","54,688 kbit/s","6835988.5171","0 %","0.0000","100 %","0000009999"
"03.09.2018 06:00:00 PM - 07:00:00 PM","43347.0000000000","218,553,637 KByte","223798924309.1880","497,378 kbit/s","62172239.6863","169,987,217 KByte","174066910349.7259","386,852 kbit/s","48356486.5431","48,566,420 KByte","49732013959.4621","110,526 kbit/s","13815753.1432","0 %","0.0000","100 %","0000009999"
"03.09.2018 07:00:00 PM - 08:00:00 PM","43347.0416666667","221,096,014 KByte","226402318435.7471","503,162 kbit/s","62895298.3012","186,236,687 KByte","190706367807.1198","423,831 kbit/s","52978847.4519","34,859,327 KByte","35695950628.6273","79,332 kbit/s","9916450.8493","0 %","0.0000","100 %","0000009999"
"03.09.2018 08:00:00 PM - 09:00:00 PM","43347.0833333333","158,045,394 KByte","161838483738.3875","359,670 kbit/s","44958756.0493","139,038,193 KByte","142375109651.8629","316,415 kbit/s","39551827.6894","19,007,201 KByte","19463374086.5246","43,255 kbit/s","5406928.3599","0 %","0.0000","100 %","0000009999"
"03.09.2018 09:00:00 PM - 10:00:00 PM","43347.1250000000","91,216,033 KByte","93405217695.8915","207,587 kbit/s","25948344.4814","78,367,384 KByte","80248201127.3774","178,346 kbit/s","22293272.4556","12,848,649 KByte","13157016568.5141","29,241 kbit/s","3655072.0258","0 %","0.0000","100 %","0000009999"
"03.09.2018 10:00:00 PM - 11:00:00 PM","43347.1666666667","7,891,081 KByte","8080467290.3692","17,958 kbit/s","2244767.5468","6,784,854 KByte","6947690673.8281","15,441 kbit/s","1930080.2774","1,106,227 KByte","1132776616.5410","2,517 kbit/s","314687.2693","0 %","0.0000","100 %","0000009999"
"03.09.2018 11:00:00 PM - 12:00:00 AM","43347.2083333333","2,080,780 KByte","2130719118.4617","4,735 kbit/s","591919.0368","1,739,712 KByte","1781465334.3779","3,959 kbit/s","494895.4725","341,068 KByte","349253784.0838","776 kbit/s","97023.5643","0 %","0.0000","100 %","0000009999"
"04.09.2018 12:00:00 AM - 01:00:00 AM","43347.2500000000","1,611,720 KByte","1650401185.6463","3,668 kbit/s","458486.8017","1,539,309 KByte","1576252564.0764","3,503 kbit/s","437888.0742","72,411 KByte","74148621.5699","165 kbit/s","20598.7275","0 %","0.0000","100 %","0000009999"
"04.09.2018 01:00:00 AM - 02:00:00 AM","43347.2916666667","3,818,576 KByte","3910221928.0366","8,690 kbit/s","1086272.3328","2,124,842 KByte","2175837912.0633","4,836 kbit/s","604454.8284","1,693,734 KByte","1734384015.9733","3,855 kbit/s","481817.5044","0 %","0.0000","100 %","0000009999"
"04.09.2018 02:00:00 AM - 03:00:00 AM","43347.3333333333","1,767,725 KByte","1810149970.4204","4,023 kbit/s","502865.5322","1,678,791 KByte","1719082102.2465","3,821 kbit/s","477566.5831","88,933 KByte","91067868.1739","202 kbit/s","25298.9491","0 %","0.0000","100 %","0000009999"
"04.09.2018 03:00:00 AM - 04:00:00 AM","43347.3750000000","2,271,043 KByte","2325548262.2822","5,168 kbit/s","646043.0545","2,198,530 KByte","2251294918.3349","5,003 kbit/s","625415.2920","72,513 KByte","74253343.9473","165 kbit/s","20627.7625","0 %","0.0000","100 %","0000009999"
"04.09.2018 04:00:00 AM - 05:00:00 AM","43347.4166666667","1,973,979 KByte","2021354720.8818","4,492 kbit/s","561532.6570","1,799,353 KByte","1842537925.4598","4,095 kbit/s","511857.3234","174,626 KByte","178816795.4220","397 kbit/s","49675.3337","0 %","0.0000","100 %","0000009999"
"04.09.2018 05:00:00 AM - 06:00:00 AM","43347.4583333333","1,686,802 KByte","1727285275.7518","3,839 kbit/s","479845.4513","1,621,279 KByte","1660189673.8270","3,690 kbit/s","461206.0755","65,523 KByte","67095601.9247","149 kbit/s","18639.3758","0 %","0.0000","100 %","0000009999"
"04.09.2018 06:00:00 AM - 07:00:00 AM","43347.5000000000","36,956,080 KByte","37843025768.6621","84,104 kbit/s","10513002.9027","33,089,167 KByte","33883307420.5410","75,304 kbit/s","9412971.1362","3,866,912 KByte","3959718348.1211","8,800 kbit/s","1100031.7665","0 %","0.0000","100 %","0000009999"
"04.09.2018 07:00:00 AM - 08:00:00 AM","43347.5416666667","125,915,151 KByte","128937114234.8864","286,549 kbit/s","35818650.9603","110,370,436 KByte","113019326728.5600","251,174 kbit/s","31396699.3901","15,544,714 KByte","15917787506.3264","35,376 kbit/s","4421951.5702","0 %","0.0000","100 %","0000009999"
"04.09.2018 08:00:00 AM - 09:00:00 AM","43347.5833333333","155,113,768 KByte","158836498501.4045","352,996 kbit/s","44124558.9256","130,881,372 KByte","134022524605.2327","297,850 kbit/s","37231271.4024","24,232,396 KByte","24813973896.1717","55,146 kbit/s","6893287.5233","0 %","0.0000","100 %","0000009999"
"04.09.2018 09:00:00 AM - 10:00:00 AM","43347.6250000000","192,320,049 KByte","196935730314.4516","437,669 kbit/s","54708624.6470","165,400,519 KByte","169370131098.5378","376,407 kbit/s","47050918.1543","26,919,530 KByte","27565599215.9138","61,262 kbit/s","7657706.4927","0 %","0.0000","100 %","0000009999"
"04.09.2018 10:00:00 AM - 11:00:00 AM","43347.6666666667","186,403,625 KByte","190877311619.6266","424,208 kbit/s","53026041.5813","156,169,513 KByte","159917580930.6965","355,403 kbit/s","44425375.7770","30,234,112 KByte","30959730688.9300","68,805 kbit/s","8600665.8043","0 %","0.0000","100 %","0000009999"
"04.09.2018 11:00:00 AM - 12:00:00 PM","43347.7083333333","194,832,536 KByte","199508517120.1220","443,398 kbit/s","55424728.9638","166,673,626 KByte","170673792862.2081","379,314 kbit/s","47414260.0385","28,158,910 KByte","28834724257.9138","64,084 kbit/s","8010468.9254","0 %","0.0000","100 %","0000009999"
"04.09.2018 12:00:00 PM - 01:00:00 PM","43347.7500000000","167,286,280 KByte","171301150376.5227","380,703 kbit/s","47587882.9164","147,356,698 KByte","150893259003.5374","335,348 kbit/s","41918520.2583","19,929,581 KByte","20407891372.9853","45,355 kbit/s","5669362.6581","0 %","0.0000","100 %","0000009999"
"04.09.2018 01:00:00 PM - 02:00:00 PM","43347.7916666667","174,534,405 KByte","178723230214.3037","397,197 kbit/s","49649617.1099","150,595,021 KByte","154209301782.6431","342,717 kbit/s","42839606.1279","23,939,383 KByte","24513928431.6606","54,480 kbit/s","6810010.9820","0 %","0.0000","100 %","0000009999"
"04.09.2018 02:00:00 PM - 03:00:00 PM","43347.8333333333","180,437,107 KByte","184767597519.4691","410,633 kbit/s","51329180.4002","163,767,802 KByte","167698228811.5200","372,698 kbit/s","46587241.2427","16,669,305 KByte","17069368707.9491","37,936 kbit/s","4741939.1576","0 %","0.0000","100 %","0000009999"
"04.09.2018 03:00:00 PM - 04:00:00 PM","43347.8750000000","210,067,089 KByte","215108699131.9090","478,059 kbit/s","59757396.2085","185,876,609 KByte","190337647155.0323","423,008 kbit/s","52875974.9854","24,190,480 KByte","24771051976.8767","55,051 kbit/s","6881421.2231","0 %","0.0000","100 %","0000009999"
"04.09.2018 04:00:00 PM - 05:00:00 PM","43347.9166666667","199,122,604 KByte","203901546146.9777","453,155 kbit/s","56644353.4278","177,944,878 KByte","182215555029.8794","404,959 kbit/s","50619931.5022","21,177,726 KByte","21685991117.0983","48,195 kbit/s","6024421.9256","0 %","0.0000","100 %","0000009999"
