"Fecha Hora","Fecha Hora(RAW)","Trafico suma (volumen)","Trafico suma (volumen)(RAW)","Trafico suma (velocidad)","Trafico suma (velocidad)(RAW)","Trafico in (volumen)","Trafico in (volumen)(RAW)","Trafico in (velocidad)","Trafico in (velocidad)(RAW)","Trafico out (volumen)","Trafico out (volumen)(RAW)","Trafico out (velocidad)","Trafico out (velocidad)(RAW)","Downtime","Downtime(RAW)","Cobertura","Cobertura(RAW)"
"13.09.2018 04:00:00 PM - 05:00:00 PM","43356.9166666667","216,429,452 KByte","221623759293.8409","492,540 kbit/s","61567457.0015","190,421,194 KByte","194991302582.0813","433,351 kbit/s","54168915.2627","26,008,259 KByte","26632456711.7595","59,188 kbit/s","7398541.7388","0 %","0.0000","100 %","0000009999"
"13.09.2018 05:00:00 PM - 06:00:00 PM","43356.9583333333","216,416,830 KByte","221610833575.6998","492,510 kbit/s","61563695.1901","182,132,674 KByte","186503857724.3644","414,488 kbit/s","51810944.7244","34,284,156 KByte","35106975851.3354","78,022 kbit/s","9752750.4657","0 %","0.0000","100 %","0000009999"
"13.09.2018 06:00:00 PM - 07:00:00 PM","43357.0000000000","206,291,532 KByte","211242529065.4317","469,467 kbit/s","58683370.5768","179,916,648 KByte","184234647297.4702","409,444 kbit/s","51180555.9623","26,374,885 KByte","27007881767.9614","60,023 kbit/s","7502814.6145","0 %","0.0000","100 %","0000009999"
"13.09.2018 07:00:00 PM - 08:00:00 PM","43357.0416666667","207,574,181 KByte","212555960909.3483","472,393 kbit/s","59049063.3560","187,365,782 KByte","191862560310.7675","426,403 kbit/s","53300337.6191","20,208,399 KByte","20693400598.5808","45,990 kbit/s","5748725.7368","0 %","0.0000","100 %","0000009999"
"13.09.2018 08:00:00 PM - 09:00:00 PM","43357.0833333333","148,598,576 KByte","152164942241.6382","338,176 kbit/s","42272031.8701","125,399,311 KByte","128408894959.6935","285,380 kbit/s","35672506.5589","23,199,265 KByte","23756047281.9447","52,796 kbit/s","6599525.3113","0 %","0.0000","100 %","0000009999"
"13.09.2018 09:00:00 PM - 10:00:00 PM","43357.1250000000","86,261,797 KByte","88332080241.1471","196,311 kbit/s","24538870.1888","78,854,886 KByte","80747403455.2867","179,455 kbit/s","22431828.2334","7,406,911 KByte","7584676785.8604","16,856 kbit/s","2107041.9554","0 %","0.0000","100 %","0000009999"
"13.09.2018 10:00:00 PM - 11:00:00 PM","43357.1666666667","9,513,796 KByte","9742127325.4639","21,651 kbit/s","2706379.5286","8,646,608 KByte","8854126303.1812","19,678 kbit/s","2459691.3354","867,188 KByte","888001022.2827","1,974 kbit/s","246688.1932","0 %","0.0000","100 %","0000009999"
"13.09.2018 11:00:00 PM - 12:00:00 AM","43357.2083333333","2,346,161 KByte","2402468848.8621","5,339 kbit/s","667411.7835","2,239,496 KByte","2293243543.4175","5,097 kbit/s","637068.7237","106,665 KByte","109225305.4446","243 kbit/s","30343.0598","0 %","0.0000","100 %","0000009999"
"14.09.2018 12:00:00 AM - 01:00:00 AM","43357.2500000000","3,531,818 KByte","3616581837.7076","8,037 kbit/s","1004686.9991","3,412,400 KByte","3494297477.0082","7,766 kbit/s","970716.3847","119,418 KByte","122284360.6994","272 kbit/s","33970.6145","0 %","0.0000","100 %","0000009999"
"14.09.2018 01:00:00 AM - 02:00:00 AM","43357.2916666667","3,220,140 KByte","3297423773.0258","7,328 kbit/s","916037.5627","3,126,145 KByte","3201172608.9357","7,114 kbit/s","889298.6029","93,995 KByte","96251164.0902","214 kbit/s","26738.9598","0 %","0.0000","100 %","0000009999"
"14.09.2018 02:00:00 AM - 03:00:00 AM","43357.3333333333","3,100,462 KByte","3174873008.3279","7,056 kbit/s","881985.1177","2,992,697 KByte","3064522139.3734","6,811 kbit/s","851329.4588","107,765 KByte","110350868.9545","245 kbit/s","30655.6589","0 %","0.0000","100 %","0000009999"
"14.09.2018 03:00:00 AM - 04:00:00 AM","43357.3750000000","1,903,873 KByte","1949566205.6428","4,333 kbit/s","541595.8145","1,826,325 KByte","1870157031.5215","4,156 kbit/s","519535.6884","77,548 KByte","79409174.1213","176 kbit/s","22060.1261","0 %","0.0000","100 %","0000009999"
"14.09.2018 04:00:00 AM - 05:00:00 AM","43357.4166666667","1,694,386 KByte","1735051615.6974","3,856 kbit/s","482006.9828","1,592,779 KByte","1631005222.6912","3,625 kbit/s","453102.3165","101,608 KByte","104046393.0063","231 kbit/s","28904.6663","0 %","0.0000","100 %","0000009999"
"14.09.2018 05:00:00 AM - 06:00:00 AM","43357.4583333333","1,342,005 KByte","1374213420.6121","3,054 kbit/s","381757.7633","1,249,674 KByte","1279666280.2755","2,844 kbit/s","355492.4800","92,331 KByte","94547140.3366","210 kbit/s","26265.2833","0 %","0.0000","100 %","0000009999"
"14.09.2018 06:00:00 AM - 07:00:00 AM","43357.5000000000","28,504,076 KByte","29188174224.5839","64,869 kbit/s","8108569.4590","25,078,052 KByte","25679924849.9728","57,072 kbit/s","7133966.4052","3,426,025 KByte","3508249374.6110","7,797 kbit/s","974603.0538","0 %","0.0000","100 %","0000009999"
"14.09.2018 07:00:00 AM - 08:00:00 AM","43357.5416666667","129,414,907 KByte","132520864946.5127","294,520 kbit/s","36815032.8773","107,757,639 KByte","110343821988.8341","245,233 kbit/s","30654127.0763","21,657,269 KByte","22177042957.6786","49,287 kbit/s","6160905.8010","0 %","0.0000","100 %","0000009999"
"14.09.2018 08:00:00 AM - 09:00:00 AM","43357.5833333333","151,604,260 KByte","155242761903.3535","345,013 kbit/s","43126583.2995","136,319,563 KByte","139591232063.2229","310,229 kbit/s","38778573.7876","15,284,697 KByte","15651529840.1307","34,784 kbit/s","4348009.5119","0 %","0.0000","100 %","0000009999"
"14.09.2018 09:00:00 AM - 10:00:00 AM","43357.6250000000","176,134,235 KByte","180361456893.5631","400,841 kbit/s","50105136.8445","160,004,877 KByte","163844993743.5030","364,134 kbit/s","45516797.0707","16,129,359 KByte","16516463150.0602","36,707 kbit/s","4588339.7738","0 %","0.0000","100 %","0000009999"
"14.09.2018 10:00:00 AM - 11:00:00 AM","43357.6666666667","207,242,054 KByte","212215863119.8805","471,630 kbit/s","58953763.6803","172,000,865 KByte","176128885718.2465","391,430 kbit/s","48928767.8746","35,241,189 KByte","36086977401.6340","80,200 kbit/s","10024995.8057","0 %","0.0000","100 %","0000009999"
"14.09.2018 11:00:00 AM - 12:00:00 PM","43357.7083333333","215,612,128 KByte","220786819425.7906","490,681 kbit/s","61335124.0737","185,409,205 KByte","189859025940.3322","421,946 kbit/s","52743306.6107","30,202,923 KByte","30927793485.4585","68,735 kbit/s","8591817.4631","0 %","0.0000","100 %","0000009999"
"14.09.2018 12:00:00 PM - 01:00:00 PM","43357.7500000000","179,551,188 KByte","183860416838.9793","408,616 kbit/s","51077020.0710","152,364,681 KByte","156021433272.5977","346,746 kbit/s","43343260.1523","27,186,507 KByte","27838983566.3816","61,870 kbit/s","7733759.9187","0 %","0.0000","100 %","0000009999"
"14.09.2018 01:00:00 PM - 02:00:00 PM","43357.7916666667","160,758,478 KByte","164616681886.1983","365,843 kbit/s","45730412.8894","147,121,806 KByte","150652729371.4992","334,810 kbit/s","41851235.4771","13,636,672 KByte","13963952514.6992","31,033 kbit/s","3879177.4123","0 %","0.0000","100 %","0000009999"
"14.09.2018 02:00:00 PM - 03:00:00 PM","43357.8333333333","147,416,989 KByte","150954997177.6356","335,486 kbit/s","41935787.7743","133,149,294 KByte","136344877393.9861","303,016 kbit/s","37877049.1167","14,267,695 KByte","14610119783.6494","32,470 kbit/s","4058738.6576","0 %","0.0000","100 %","0000009999"
"14.09.2018 03:00:00 PM - 04:00:00 PM","43357.8750000000","170,271,505 KByte","174358020728.1392","387,497 kbit/s","48437089.0546","153,170,186 KByte","156846270891.7776","348,578 kbit/s","43572281.6728","17,101,318 KByte","17511749836.3616","38,918 kbit/s","4864807.3819","0 %","0.0000","100 %","0000009999"
"14.09.2018 04:00:00 PM - 05:00:00 PM","43357.9166666667","194,217,602 KByte","198878824761.3484","441,991 kbit/s","55248875.5313","161,426,453 KByte","165300687804.4561","367,366 kbit/s","45920812.0156","32,791,149 KByte","33578136956.8923","74,625 kbit/s","9328063.5157","0 %","0.0000","100 %","0000009999"
"14.09.2018 05:00:00 PM - 06:00:00 PM","43357.9583333333","169,820,793 KByte","173896491890.7433","386,465 kbit/s","48308069.9969","140,374,997 KByte","143743996814.5973","319,454 kbit/s","39931771.9654","29,445,796 KByte","30152495076.1460","67,010 kbit/s","8376298.0316","0 %","0.0000","100 %","0000009999"
"14.09.2018 06:00:00 PM - 07:00:00 PM","43358.0000000000","174,538,805 KByte","178727736813.1475","397,211 kbit/s","49651420.7807","149,420,768 KByte","153006866606.0557","340,048 kbit/s","42506039.9222","25,118,037 KByte","25720870207.0918","57,163 kbit/s","7145380.8584","0 %","0.0000","100 %","0000009999"
"14.09.2018 07:00:00 PM - 08:00:00 PM","43358.0416666667","125,836,402 KByte","128856475859.1469","286,372 kbit/s","35796448.5538","112,637,564 KByte","115340865629.0163","256,334 kbit/s","32041799.4914","13,198,838 KByte","13515610230.1306","30,037 kbit/s","3754649.0625","0 %","0.0000","100 %","0000009999"
"14.09.2018 08:00:00 PM - 09:00:00 PM","43358.0833333333","77,165,680 KByte","79017656144.6440","175,610 kbit/s","21951239.1747","63,463,169 KByte","64986285206.0243","144,426 kbit/s","18053300.4803","13,702,511 KByte","14031370938.6197","31,184 kbit/s","3897938.6943","0 %","0.0000","100 %","0000009999"
"14.09.2018 09:00:00 PM - 10:00:00 PM","43358.1250000000","61,238,608 KByte","62708334516.7391","139,364 kbit/s","17420530.3018","45,827,878 KByte","46927747397.5977","104,293 kbit/s","13036644.2010","15,410,730 KByte","15780587119.1414","35,071 kbit/s","4383886.1007","0 %","0.0000","100 %","0000009999"
"14.09.2018 10:00:00 PM - 11:00:00 PM","43358.1666666667","9,027,371 KByte","9244028360.1945","20,544 kbit/s","2568013.9235","7,117,524 KByte","7288344133.7481","16,198 kbit/s","2024720.0123","1,909,848 KByte","1955684226.4464","4,346 kbit/s","543293.9112","0 %","0.0000","100 %","0000009999"
"14.09.2018 11:00:00 PM - 12:00:00 AM","43358.2083333333","1,958,187 KByte","2005183362.3601","4,456 kbit/s","557041.7986","1,756,037 KByte","1798182369.0896","3,996 kbit/s","499536.7306","202,149 KByte","207000993.2705","460 kbit/s","57505.0680","0 %","0.0000","100 %","0000009999"
"15.09.2018 12:00:00 AM - 01:00:00 AM","43358.2500000000","3,208,728 KByte","3285737424.4661","7,302 kbit/s","912780.9052","3,125,898 KByte","3200919579.0106","7,114 kbit/s","889218.4290","82,830 KByte","84817845.4556","188 kbit/s","23562.4762","0 %","0.0000","100 %","0000009999"
"15.09.2018 01:00:00 AM - 02:00:00 AM","43358.2916666667","2,507,784 KByte","2567971240.9370","5,707 kbit/s","713380.8299","2,434,377 KByte","2492801884.2637","5,540 kbit/s","692498.8289","73,408 KByte","75169356.6733","167 kbit/s","20882.0010","0 %","0.0000","100 %","0000009999"
"15.09.2018 02:00:00 AM - 03:00:00 AM","43358.3333333333","2,658,167 KByte","2721962541.1785","6,049 kbit/s","756172.1221","2,550,236 KByte","2611441918.6651","5,804 kbit/s","725469.0495","107,930 KByte","110520622.5134","246 kbit/s","30703.0727","0 %","0.0000","100 %","0000009999"
"15.09.2018 03:00:00 AM - 04:00:00 AM","43358.3750000000","3,339,580 KByte","3419729629.4516","7,600 kbit/s","950004.0641","3,118,744 KByte","3193593659.5356","7,097 kbit/s","887183.2818","220,836 KByte","226135969.9160","503 kbit/s","62820.7823","0 %","0.0000","100 %","0000009999"
"15.09.2018 04:00:00 AM - 05:00:00 AM","43358.4166666667","2,131,079 KByte","2182224546.6264","4,850 kbit/s","606220.6357","2,032,536 KByte","2081317207.1786","4,626 kbit/s","578188.6389","98,542 KByte","100907339.4477","224 kbit/s","28031.9968","0 %","0.0000","100 %","0000009999"
"15.09.2018 05:00:00 AM - 06:00:00 AM","43358.4583333333","997,002 KByte","1020929638.2918","2,269 kbit/s","283619.1403","922,479 KByte","944618282.1566","2,099 kbit/s","262419.4803","74,523 KByte","76311356.1352","170 kbit/s","21199.6600","0 %","0.0000","100 %","0000009999"
"15.09.2018 06:00:00 AM - 07:00:00 AM","43358.5000000000","11,441,596 KByte","11716194275.0752","26,038 kbit/s","3254796.7661","10,534,881 KByte","10787717795.6168","23,975 kbit/s","2996862.9890","906,715 KByte","928476479.4585","2,063 kbit/s","257933.7771","0 %","0.0000","100 %","0000009999"
"15.09.2018 07:00:00 AM - 08:00:00 AM","43358.5416666667","65,391,315 KByte","66960706082.2447","148,815 kbit/s","18601849.6317","57,850,286 KByte","59238692896.2487","131,653 kbit/s","16456655.2850","7,541,029 KByte","7722013185.9959","17,162 kbit/s","2145194.3467","0 %","0.0000","100 %","0000009999"
"15.09.2018 08:00:00 AM - 09:00:00 AM","43358.5833333333","77,871,284 KByte","79740194992.3636","177,216 kbit/s","22152023.2333","70,065,831 KByte","71747411146.1025","159,453 kbit/s","19931608.1280","7,805,453 KByte","7992783846.2611","17,763 kbit/s","2220415.1053","0 %","0.0000","100 %","0000009999"
"15.09.2018 09:00:00 AM - 10:00:00 AM","43358.6250000000","106,206,241 KByte","108755190394.3386","241,700 kbit/s","30212460.6616","98,163,147 KByte","100519062997.6001","223,396 kbit/s","27924444.1166","8,043,093 KByte","8236127396.7385","18,304 kbit/s","2288016.5450","0 %","0.0000","100 %","0000009999"
"15.09.2018 10:00:00 AM - 11:00:00 AM","43358.6666666667","120,001,949 KByte","122881996082.5943","273,092 kbit/s","34136542.8652","110,761,390 KByte","113419663557.2219","252,063 kbit/s","31507912.7147","9,240,559 KByte","9462332525.3724","21,029 kbit/s","2628630.1505","0 %","0.0000","100 %","0000009999"
"15.09.2018 11:00:00 AM - 12:00:00 PM","43358.7083333333","103,677,763 KByte","106166028955.2391","235,946 kbit/s","29493267.1482","88,584,329 KByte","90710352484.9484","201,597 kbit/s","25199630.1008","15,093,434 KByte","15455676470.2907","34,349 kbit/s","4293637.0474","0 %","0.0000","100 %","0000009999"
"15.09.2018 12:00:00 PM - 01:00:00 PM","43358.7500000000","97,851,884 KByte","100200329166.4796","222,688 kbit/s","27836053.7291","86,410,384 KByte","88484233210.8810","196,650 kbit/s","24581275.2346","11,441,500 KByte","11716095955.5986","26,038 kbit/s","3254778.4945","0 %","0.0000","100 %","0000009999"
"15.09.2018 01:00:00 PM - 02:00:00 PM","43358.7916666667","54,855,915 KByte","56172457017.5087","124,838 kbit/s","15604717.3293","48,331,282 KByte","49491233004.8635","109,989 kbit/s","13748672.2555","6,524,633 KByte","6681224012.6453","14,848 kbit/s","1856045.0738","0 %","0.0000","100 %","0000009999"
"15.09.2018 02:00:00 PM - 03:00:00 PM","43358.8333333333","47,554,989 KByte","48696308709.4148","108,225 kbit/s","13528067.6481","41,121,557 KByte","42108474442.7302","93,583 kbit/s","11697935.7556","6,433,432 KByte","6587834266.6845","14,641 kbit/s","1830131.8925","0 %","0.0000","100 %","0000009999"
"15.09.2018 03:00:00 PM - 04:00:00 PM","43358.8750000000","25,986,327 KByte","26609998819.5161","59,138 kbit/s","7392302.8982","24,291,899 KByte","24874904296.0851","55,282 kbit/s","6910290.6906","1,694,428 KByte","1735094523.4310","3,856 kbit/s","482012.2076","0 %","0.0000","100 %","0000009999"
"15.09.2018 04:00:00 PM - 05:00:00 PM","43358.9166666667","20,422,549 KByte","20912690063.6788","46,477 kbit/s","5809629.2605","18,720,092 KByte","19169374039.6198","42,603 kbit/s","5325329.0699","1,702,457 KByte","1743316024.0590","3,874 kbit/s","484300.1906","0 %","0.0000","100 %","0000009999"
"15.09.2018 05:00:00 PM - 06:00:00 PM","43358.9583333333","15,919,064 KByte","16301121990.2647","36,228 kbit/s","4528529.7155","13,833,254 KByte","14165252253.4005","31,481 kbit/s","3935174.8791","2,085,810 KByte","2135869736.8643","4,747 kbit/s","593354.8364","0 %","0.0000","100 %","0000009999"
"15.09.2018 06:00:00 PM - 07:00:00 PM","43359.0000000000","14,605,849 KByte","14956389415.6866","33,239 kbit/s","4154910.3994","13,561,221 KByte","13886690477.9770","30,862 kbit/s","3857746.2165","1,044,628 KByte","1069698937.7096","2,377 kbit/s","297164.1829","0 %","0.0000","100 %","0000009999"
"15.09.2018 07:00:00 PM - 08:00:00 PM","43359.0416666667","18,500,655 KByte","18944670319.1159","42,103 kbit/s","5262920.0948","17,797,640 KByte","18224783009.5679","40,503 kbit/s","5062931.9544","703,015 KByte","719887309.5480","1,600 kbit/s","199988.1404","0 %","0.0000","100 %","0000009999"
"15.09.2018 08:00:00 PM - 09:00:00 PM","43359.0833333333","8,696,640 KByte","8905359487.2797","19,791 kbit/s","2473924.0010","8,295,716 KByte","8494813673.6619","18,879 kbit/s","2359873.6763","400,924 KByte","410545813.6178","912 kbit/s","114050.3248","0 %","0.0000","100 %","0000009999"
"15.09.2018 09:00:00 PM - 10:00:00 PM","43359.1250000000","8,012,705 KByte","8205009423.4132","18,235 kbit/s","2279378.2273","7,727,713 KByte","7913177902.4244","17,586 kbit/s","2198306.4843","284,992 KByte","291831520.9888","649 kbit/s","81071.7430","0 %","0.0000","100 %","0000009999"
"15.09.2018 10:00:00 PM - 11:00:00 PM","43359.1666666667","3,722,413 KByte","3811751044.3530","8,471 kbit/s","1058922.6854","3,551,955 KByte","3637202265.2789","8,083 kbit/s","1010432.1990","170,458 KByte","174548779.0741","388 kbit/s","48490.4863","0 %","0.0000","100 %","0000009999"
"15.09.2018 11:00:00 PM - 12:00:00 AM","43359.2083333333","1,603,780 KByte","1642270676.0766","3,650 kbit/s","456226.8524","1,544,532 KByte","1581600427.6651","3,515 kbit/s","439372.5075","59,248 KByte","60670248.4115","135 kbit/s","16854.3449","0 %","0.0000","100 %","0000009999"
"16.09.2018 12:00:00 AM - 01:00:00 AM","43359.2500000000","2,217,565 KByte","2270786922.9683","5,047 kbit/s","630831.9715","2,117,290 KByte","2168105283.4499","4,818 kbit/s","602306.6791","100,275 KByte","102681639.5183","228 kbit/s","28525.2925","0 %","0.0000","100 %","0000009999"
"16.09.2018 01:00:00 AM - 02:00:00 AM","43359.2916666667","1,368,816 KByte","1401667471.7409","3,115 kbit/s","389384.5242","1,320,744 KByte","1352442317.3860","3,006 kbit/s","375709.7306","48,071 KByte","49225154.3549","109 kbit/s","13674.7936","0 %","0.0000","100 %","0000009999"
"16.09.2018 02:00:00 AM - 03:00:00 AM","43359.3333333333","479,175 KByte","490675216.4743","1,090 kbit/s","136311.5451","456,576 KByte","467534305.8612","1,039 kbit/s","129882.9072","22,599 KByte","23140910.6130","51 kbit/s","6428.6379","0 %","0.0000","100 %","0000009999"
"16.09.2018 03:00:00 AM - 04:00:00 AM","43359.3750000000","859,919 KByte","880557044.6541","1,957 kbit/s","244620.2436","765,614 KByte","783988680.1970","1,742 kbit/s","217793.3878","94,305 KByte","96568364.4571","215 kbit/s","26826.8558","0 %","0.0000","100 %","0000009999"
"16.09.2018 04:00:00 AM - 05:00:00 AM","43359.4166666667","910,262 KByte","932108294.7925","2,072 kbit/s","258941.2685","837,835 KByte","857943468.4137","1,907 kbit/s","238338.1537","72,427 KByte","74164826.3787","165 kbit/s","20603.1148","0 %","0.0000","100 %","0000009999"
"16.09.2018 05:00:00 AM - 06:00:00 AM","43359.4583333333","1,027,222 KByte","1051875576.4337","2,338 kbit/s","292212.0111","981,702 KByte","1005263196.9362","2,234 kbit/s","279263.0488","45,520 KByte","46612379.4976","104 kbit/s","12948.9623","0 %","0.0000","100 %","0000009999"
"16.09.2018 06:00:00 AM - 07:00:00 AM","43359.5000000000","6,279,234 KByte","6429935517.6808","14,290 kbit/s","1786237.0907","6,093,959 KByte","6240214085.4751","13,868 kbit/s","1733532.4472","185,275 KByte","189721432.2057","422 kbit/s","52704.6435","0 %","0.0000","100 %","0000009999"
"16.09.2018 07:00:00 AM - 08:00:00 AM","43359.5416666667","3,193,717 KByte","3270366138.7373","7,268 kbit/s","908500.6525","2,958,095 KByte","3029089051.7959","6,732 kbit/s","841474.3986","235,622 KByte","241277086.9413","536 kbit/s","67026.2538","0 %","0.0000","100 %","0000009999"
"16.09.2018 08:00:00 AM - 09:00:00 AM","43359.5833333333","935,487 KByte","957938328.6393","2,129 kbit/s","266117.6351","876,059 KByte","897084716.4969","1,994 kbit/s","249212.3512","59,427 KByte","60853612.1424","135 kbit/s","16905.2838","0 %","0.0000","100 %","0000009999"
"16.09.2018 09:00:00 AM - 10:00:00 AM","43359.6250000000","3,324,796 KByte","3404591106.3383","7,566 kbit/s","945790.6861","2,823,069 KByte","2890822778.4308","6,425 kbit/s","803066.5573","501,727 KByte","513768327.9075","1,142 kbit/s","142724.1287","0 %","0.0000","100 %","0000009999"
"16.09.2018 10:00:00 AM - 11:00:00 AM","43359.6666666667","3,416,322 KByte","3498313983.3111","7,775 kbit/s","971840.2701","3,160,041 KByte","3235881524.9758","7,191 kbit/s","898935.8846","256,282 KByte","262432458.3353","583 kbit/s","72904.3855","0 %","0.0000","100 %","0000009999"
"16.09.2018 11:00:00 AM - 12:00:00 PM","43359.7083333333","5,117,407 KByte","5240224811.9482","11,646 kbit/s","1455755.4913","4,561,860 KByte","4671344346.6072","10,382 kbit/s","1297718.2141","555,547 KByte","568880465.3409","1,264 kbit/s","158037.2772","0 %","0.0000","100 %","0000009999"
"16.09.2018 12:00:00 PM - 01:00:00 PM","43359.7500000000","4,350,520 KByte","4454932227.5678","9,901 kbit/s","1237580.8683","3,585,868 KByte","3671928483.5528","8,160 kbit/s","1020062.3060","764,652 KByte","783003744.0151","1,740 kbit/s","217518.5623","0 %","0.0000","100 %","0000009999"
"16.09.2018 01:00:00 PM - 02:00:00 PM","43359.7916666667","3,814,464 KByte","3906010880.2958","8,681 kbit/s","1085105.5045","3,673,366 KByte","3761526871.8648","8,360 kbit/s","1044967.2669","141,098 KByte","144484008.4310","321 kbit/s","40138.2376","0 %","0.0000","100 %","0000009999"
"16.09.2018 02:00:00 PM - 03:00:00 PM","43359.8333333333","3,762,704 KByte","3853008869.7440","8,563 kbit/s","1070375.3861","3,569,848 KByte","3655524287.6926","8,124 kbit/s","1015513.6811","192,856 KByte","197484582.0513","439 kbit/s","54861.7049","0 %","0.0000","100 %","0000009999"
"16.09.2018 03:00:00 PM - 04:00:00 PM","43359.8750000000","4,966,691 KByte","5085891189.2075","11,303 kbit/s","1412861.3664","4,639,956 KByte","4751314702.9382","10,559 kbit/s","1319915.9663","326,735 KByte","334576486.2694","744 kbit/s","92945.4001","0 %","0.0000","100 %","0000009999"
"16.09.2018 04:00:00 PM - 05:00:00 PM","43359.9166666667","5,104,433 KByte","5226939413.3216","11,616 kbit/s","1452044.5851","4,004,502 KByte","4100609983.0763","9,113 kbit/s","1139150.0935","1,099,931 KByte","1126329430.2452","2,503 kbit/s","312894.4916","0 %","0.0000","100 %","0000009999"
"16.09.2018 05:00:00 PM - 06:00:00 PM","43359.9583333333","5,197,672 KByte","5322416525.0208","11,829 kbit/s","1478592.7868","4,285,584 KByte","4388438301.7120","9,753 kbit/s","1219129.1658","912,088 KByte","933978223.3089","2,076 kbit/s","259463.6210","0 %","0.0000","100 %","0000009999"
"16.09.2018 06:00:00 PM - 07:00:00 PM","43360.0000000000","4,168,543 KByte","4268587893.6933","9,487 kbit/s","1185827.5602","3,922,417 KByte","4016555079.3871","8,926 kbit/s","1115812.0270","246,126 KByte","252032814.3062","560 kbit/s","70015.5332","0 %","0.0000","100 %","0000009999"
"16.09.2018 07:00:00 PM - 08:00:00 PM","43360.0416666667","2,079,528 KByte","2129436660.2110","4,732 kbit/s","591559.4800","1,822,830 KByte","1866577976.4800","4,148 kbit/s","518537.0938","256,698 KByte","262858683.7310","584 kbit/s","73022.3862","0 %","0.0000","100 %","0000009999"
"16.09.2018 08:00:00 PM - 09:00:00 PM","43360.0833333333","1,664,619 KByte","1704570042.0400","3,788 kbit/s","473533.7702","1,546,517 KByte","1583633261.3620","3,519 kbit/s","439937.2337","118,102 KByte","120936780.6780","269 kbit/s","33596.5365","0 %","0.0000","100 %","0000009999"
"16.09.2018 09:00:00 PM - 10:00:00 PM","43360.1250000000","2,378,775 KByte","2435865435.5171","5,414 kbit/s","676695.0774","2,291,227 KByte","2346216471.6036","5,214 kbit/s","651790.1662","87,548 KByte","89648963.9135","199 kbit/s","24904.9113","0 %","0.0000","100 %","0000009999"
"16.09.2018 10:00:00 PM - 11:00:00 PM","43360.1666666667","3,108,759 KByte","3183369295.2779","7,075 kbit/s","884347.8574","2,939,633 KByte","3010184131.3044","6,690 kbit/s","836236.5908","169,126 KByte","173185163.9735","385 kbit/s","48111.2665","0 %","0.0000","100 %","0000009999"
"16.09.2018 11:00:00 PM - 12:00:00 AM","43360.2083333333","2,398,123 KByte","2455678393.1285","5,458 kbit/s","682197.3167","1,813,092 KByte","1856606006.5258","4,126 kbit/s","515772.6026","585,032 KByte","599072386.6026","1,331 kbit/s","166424.7142","0 %","0.0000","100 %","0000009999"
"17.09.2018 12:00:00 AM - 01:00:00 AM","43360.2500000000","2,306,002 KByte","2361345715.9323","5,248 kbit/s","655991.3203","1,954,834 KByte","2001750003.4501","4,449 kbit/s","556094.1876","351,168 KByte","359595712.4823","799 kbit/s","99897.1326","0 %","0.0000","100 %","0000009999"
"17.09.2018 01:00:00 AM - 02:00:00 AM","43360.2916666667","1,955,438 KByte","2002368648.8315","4,450 kbit/s","556264.5045","1,870,267 KByte","1915153177.5786","4,256 kbit/s","532035.7637","85,171 KByte","87215471.2530","194 kbit/s","24228.7408","0 %","0.0000","100 %","0000009999"
"17.09.2018 02:00:00 AM - 03:00:00 AM","43360.3333333333","2,286,359 KByte","2341231512.4618","5,203 kbit/s","650394.4797","2,200,266 KByte","2253072873.9469","5,007 kbit/s","625903.9961","86,092 KByte","88158638.5149","196 kbit/s","24490.4835","0 %","0.0000","100 %","0000009999"
"17.09.2018 03:00:00 AM - 04:00:00 AM","43360.3750000000","1,374,854 KByte","1407850658.8327","3,129 kbit/s","391105.4788","1,139,973 KByte","1167332162.1476","2,594 kbit/s","324288.6604","234,881 KByte","240518496.6851","535 kbit/s","66816.8184","0 %","0.0000","100 %","0000009999"
"17.09.2018 04:00:00 AM - 05:00:00 AM","43360.4166666667","1,724,699 KByte","1766091688.7671","3,925 kbit/s","490620.5469","1,636,421 KByte","1675695475.4006","3,724 kbit/s","465508.4647","88,278 KByte","90396213.3666","201 kbit/s","25112.0822","0 %","0.0000","100 %","0000009999"
"17.09.2018 05:00:00 AM - 06:00:00 AM","43360.4583333333","1,926,161 KByte","1972388646.7846","4,383 kbit/s","547929.8740","1,840,594 KByte","1884768555.3886","4,189 kbit/s","523588.9989","85,566 KByte","87620091.3961","195 kbit/s","24340.8751","0 %","0.0000","100 %","0000009999"
"17.09.2018 06:00:00 AM - 07:00:00 AM","43360.5000000000","42,580,289 KByte","43602215448.1608","96,902 kbit/s","12112702.2588","39,228,492 KByte","40169976245.1552","89,274 kbit/s","11159225.6724","3,351,796 KByte","3432239203.0056","7,628 kbit/s","953476.5864","0 %","0.0000","100 %","0000009999"
"17.09.2018 07:00:00 AM - 08:00:00 AM","43360.5416666667","143,388,968 KByte","146830303402.1176","326,320 kbit/s","40790047.7829","118,037,947 KByte","120870858224.7656","268,627 kbit/s","33578409.6900","25,351,021 KByte","25959445177.3520","57,693 kbit/s","7211638.0929","0 %","0.0000","100 %","0000009999"
"17.09.2018 08:00:00 AM - 09:00:00 AM","43360.5833333333","158,126,366 KByte","161921398728.0820","359,856 kbit/s","44982039.7668","133,696,911 KByte","136905636437.8210","304,261 kbit/s","38032618.4860","24,429,455 KByte","25015762290.2610","55,595 kbit/s","6949421.2808","0 %","0.0000","100 %","0000009999"
