"Fecha Hora","Fecha Hora(RAW)","Trafico suma (volumen)","Trafico suma (volumen)(RAW)","Trafico suma (velocidad)","Trafico suma (velocidad)(RAW)","Trafico in (volumen)","Trafico in (volumen)(RAW)","Trafico in (velocidad)","Trafico in (velocidad)(RAW)","Trafico out (volumen)","Trafico out (volumen)(RAW)","Trafico out (velocidad)","Trafico out (velocidad)(RAW)","Downtime","Downtime(RAW)","Cobertura","Cobertura(RAW)"
"31.03.2019 11:00:00 PM - 12:00:00 AM","43556.2083333333","","","","","","","","","","","","","","","0 %","0000000000"
"01.04.2019 12:00:00 AM - 01:00:00 AM","43556.2500000000","1,984,794 KByte","2032429064.5115","4,449 kbit/s","556127.4841","1,628,581 KByte","1667666676.7119","3,651 kbit/s","456318.6432","356,213 KByte","364762387.7996","798 kbit/s","99808.8408","0 %","0.0000","100 %","0000010000"
"01.04.2019 01:00:00 AM - 02:00:00 AM","43556.2916666667","1,536,137 KByte","1573004577.4668","3,496 kbit/s","436979.7033","1,342,600 KByte","1374822879.1128","3,055 kbit/s","381924.9495","193,537 KByte","198181698.3541","440 kbit/s","55054.7538","0 %","0.0000","100 %","0000009999"
"01.04.2019 02:00:00 AM - 03:00:00 AM","43556.3333333333","2,404,126 KByte","2461825483.6275","5,471 kbit/s","683897.4036","2,203,400 KByte","2256281120.8822","5,014 kbit/s","626796.9889","200,727 KByte","205544362.7453","457 kbit/s","57100.4147","0 %","0.0000","100 %","0000009999"
"01.04.2019 03:00:00 AM - 04:00:00 AM","43556.3750000000","1,829,477 KByte","1873384878.2358","4,163 kbit/s","520428.0574","1,556,010 KByte","1593353784.8112","3,541 kbit/s","442635.1598","273,468 KByte","280031093.4247","622 kbit/s","77792.8976","0 %","0.0000","100 %","0000009999"
"01.04.2019 04:00:00 AM - 05:00:00 AM","43556.4166666667","1,756,887 KByte","1799051777.9234","3,998 kbit/s","499776.8648","1,618,152 KByte","1656987272.3503","3,682 kbit/s","460311.3230","138,735 KByte","142064505.5731","316 kbit/s","39465.5418","0 %","0.0000","100 %","0000009999"
"01.04.2019 05:00:00 AM - 06:00:00 AM","43556.4583333333","1,980,915 KByte","2028456964.8556","4,508 kbit/s","563504.0961","1,776,295 KByte","1818926048.2177","4,042 kbit/s","505296.5365","204,620 KByte","209530916.6379","466 kbit/s","58207.5597","0 %","0.0000","100 %","0000009999"
"01.04.2019 06:00:00 AM - 07:00:00 AM","43556.5000000000","38,701,085 KByte","39629910686.7157","88,074 kbit/s","11009287.1274","32,923,924 KByte","33714098670.2420","74,927 kbit/s","9365859.9293","5,777,160 KByte","5915812016.4737","13,147 kbit/s","1643427.1981","0 %","0.0000","100 %","0000009999"
"01.04.2019 07:00:00 AM - 08:00:00 AM","43556.5416666667","102,749,459 KByte","105215445591.2688","233,829 kbit/s","29228623.6204","86,170,574 KByte","88238668210.8422","196,100 kbit/s","24512511.5177","16,578,884 KByte","16976777380.4266","37,729 kbit/s","4716112.1027","0 %","0.0000","100 %","0000009999"
"01.04.2019 08:00:00 AM - 09:00:00 AM","43556.5833333333","107,102,888 KByte","109673357427.0890","243,736 kbit/s","30467021.9036","93,153,831 KByte","95389523224.4450","211,992 kbit/s","26499003.6015","13,949,057 KByte","14283834202.6440","31,744 kbit/s","3968018.3021","0 %","0.0000","100 %","0000009999"
"01.04.2019 09:00:00 AM - 10:00:00 AM","43556.6250000000","194,779,768 KByte","199454482449.2001","443,268 kbit/s","55408486.3640","148,528,034 KByte","152092706704.9853","338,011 kbit/s","42251377.6679","46,251,734 KByte","47361775744.2148","105,257 kbit/s","13157108.6960","0 %","0.0000","100 %","0000009999"
"01.04.2019 10:00:00 AM - 11:00:00 AM","43556.6666666667","199,453,503 KByte","204240387465.2375","453,905 kbit/s","56738169.1433","153,540,820 KByte","157225799421.1562","349,420 kbit/s","43677472.9620","45,912,684 KByte","47014588044.0813","104,486 kbit/s","13060696.1814","0 %","0.0000","100 %","0000009999"
"01.04.2019 11:00:00 AM - 12:00:00 PM","43556.7083333333","184,062,152 KByte","188479643551.9647","418,876 kbit/s","52359528.9500","150,909,975 KByte","154531814260.2257","343,431 kbit/s","42928842.8712","33,152,177 KByte","33947829291.7390","75,445 kbit/s","9430686.0788","0 %","0.0000","100 %","0000009999"
"01.04.2019 12:00:00 PM - 01:00:00 PM","43556.7500000000","151,011,997 KByte","154636284617.9072","343,667 kbit/s","42958342.0243","127,757,804 KByte","130823991665.8357","290,746 kbit/s","36343228.1941","23,254,192 KByte","23812292952.0715","52,921 kbit/s","6615113.8301","0 %","0.0000","100 %","0000009999"
"01.04.2019 01:00:00 PM - 02:00:00 PM","43556.7916666667","137,584,959 KByte","140886998205.8625","313,105 kbit/s","39138103.9202","110,994,223 KByte","113658084291.9670","252,592 kbit/s","31573970.4234","26,590,736 KByte","27228913913.8955","60,513 kbit/s","7564133.4968","0 %","0.0000","100 %","0000009999"
"01.04.2019 02:00:00 PM - 03:00:00 PM","43556.8333333333","158,716,348 KByte","162525540375.8327","361,198 kbit/s","45149745.9166","134,987,636 KByte","138227338915.0963","307,197 kbit/s","38399683.0056","23,728,712 KByte","24298201460.7363","54,001 kbit/s","6750062.9110","0 %","0.0000","100 %","0000009999"
"01.04.2019 03:00:00 PM - 04:00:00 PM","43556.8750000000","193,448,863 KByte","198091635937.2100","440,239 kbit/s","55029887.3902","152,339,060 KByte","155995197643.0366","346,684 kbit/s","43335490.2598","41,109,803 KByte","42096438294.1733","93,555 kbit/s","11694397.1304","0 %","0.0000","100 %","0000009999"
"01.04.2019 04:00:00 PM - 05:00:00 PM","43556.9166666667","222,476,253 KByte","227815683458.7463","506,302 kbit/s","63287759.8728","171,910,648 KByte","176036503724.1257","391,227 kbit/s","48903375.7790","50,565,605 KByte","51779179734.6207","115,075 kbit/s","14384384.0938","0 %","0.0000","100 %","0000009999"
"01.04.2019 05:00:00 PM - 06:00:00 PM","43556.9583333333","196,838,668 KByte","201562796444.7583","447,953 kbit/s","55994176.3211","166,376,124 KByte","170369150560.2030","378,629 kbit/s","47328576.6243","30,462,545 KByte","31193645884.5553","69,325 kbit/s","8665599.6968","0 %","0.0000","100 %","0000009999"
"01.04.2019 06:00:00 PM - 07:00:00 PM","43557.0000000000","158,048,553 KByte","161841718113.9864","423,431 kbit/s","52928887.5744","128,834,116 KByte","131926134437.3042","345,162 kbit/s","43145263.2803","29,214,437 KByte","29915583676.6821","78,269 kbit/s","9783624.2941","8 %","8.4800","93 %","0000009327"
"01.04.2019 07:00:00 PM - 08:00:00 PM","43557.0416666667","174,783,471 KByte","178978274789.4888","397,758 kbit/s","49719778.3144","140,149,937 KByte","143513535410.3241","318,942 kbit/s","39867750.2848","34,633,535 KByte","35464739379.1647","78,816 kbit/s","9852028.0296","0 %","0.0000","100 %","0000009999"
"01.04.2019 08:00:00 PM - 09:00:00 PM","43557.0833333333","134,735,671 KByte","137969327203.1814","306,622 kbit/s","38327794.1627","115,738,066 KByte","118515779412.5083","263,389 kbit/s","32923610.5621","18,997,605 KByte","19453547790.6731","43,233 kbit/s","5404183.6006","0 %","0.0000","100 %","0000009999"
"01.04.2019 09:00:00 PM - 10:00:00 PM","43557.1250000000","85,214,317 KByte","87259460197.4698","193,924 kbit/s","24240556.9855","74,338,458 KByte","76122580829.6720","169,174 kbit/s","21146747.3476","10,875,859 KByte","11136879367.7978","24,750 kbit/s","3093809.6379","0 %","0.0000","100 %","0000009999"
"01.04.2019 10:00:00 PM - 11:00:00 PM","43557.1666666667","6,207,771 KByte","6356757011.1927","14,127 kbit/s","1765908.0901","4,397,143 KByte","4502674074.5193","10,007 kbit/s","1250843.5609","1,810,628 KByte","1854082936.6733","4,121 kbit/s","515064.5293","0 %","0.0000","100 %","0000009999"
"01.04.2019 11:00:00 PM - 12:00:00 AM","43557.2083333333","3,552,166 KByte","3637418089.6235","8,084 kbit/s","1010480.9274","1,382,878 KByte","1416067179.9497","3,147 kbit/s","393385.8693","2,169,288 KByte","2221350909.6738","4,937 kbit/s","617095.0581","0 %","0.0000","100 %","0000009999"
"02.04.2019 12:00:00 AM - 01:00:00 AM","43557.2500000000","4,079,764 KByte","4177677848.8808","9,284 kbit/s","1160543.4387","3,627,646 KByte","3714709857.5807","8,255 kbit/s","1031932.6448","452,117 KByte","462967991.3001","1,029 kbit/s","128610.7939","0 %","0.0000","100 %","0000009999"
"02.04.2019 01:00:00 AM - 02:00:00 AM","43557.2916666667","4,226,530 KByte","4327967107.5105","9,618 kbit/s","1202309.9382","3,839,671 KByte","3931822824.2540","8,738 kbit/s","1092260.9944","386,860 KByte","396144283.2565","880 kbit/s","110048.9437","0 %","0.0000","100 %","0000009999"
"02.04.2019 02:00:00 AM - 03:00:00 AM","43557.3333333333","2,509,560 KByte","2569789825.6279","5,711 kbit/s","713888.0148","2,298,613 KByte","2353780060.1886","5,231 kbit/s","653880.4682","210,947 KByte","216009765.4393","480 kbit/s","60007.5466","0 %","0.0000","100 %","0000009999"
"02.04.2019 03:00:00 AM - 04:00:00 AM","43557.3750000000","3,186,997 KByte","3263484855.1712","7,253 kbit/s","906599.1208","2,966,631 KByte","3037830015.8980","6,751 kbit/s","843911.9971","220,366 KByte","225654839.2732","501 kbit/s","62687.1237","0 %","0.0000","100 %","0000009999"
"02.04.2019 04:00:00 AM - 05:00:00 AM","43557.4166666667","1,931,718 KByte","1978079603.1829","4,396 kbit/s","549516.9288","1,750,822 KByte","1792841875.7148","3,984 kbit/s","498057.2874","180,896 KByte","185237727.4681","412 kbit/s","51459.6414","0 %","0.0000","100 %","0000009999"
"02.04.2019 05:00:00 AM - 06:00:00 AM","43557.4583333333","1,777,446 KByte","1820104904.1893","4,045 kbit/s","505621.2127","1,560,596 KByte","1598050451.2293","3,551 kbit/s","443934.9651","216,850 KByte","222054452.9600","493 kbit/s","61686.2476","0 %","0.0000","100 %","0000009999"
"02.04.2019 06:00:00 AM - 07:00:00 AM","43557.5000000000","56,952,072 KByte","58318921564.1330","129,609 kbit/s","16201140.5359","49,884,589 KByte","51081818953.8447","113,525 kbit/s","14190655.5454","7,067,483 KByte","7237102610.2883","16,084 kbit/s","2010484.9904","0 %","0.0000","100 %","0000009999"
"02.04.2019 07:00:00 AM - 08:00:00 AM","43557.5416666667","147,168,392 KByte","150700433340.4150","334,915 kbit/s","41864371.3113","118,786,210 KByte","121637079052.7156","270,325 kbit/s","33790611.8105","28,382,182 KByte","29063354287.6994","64,590 kbit/s","8073759.5008","0 %","0.0000","100 %","0000009999"
"02.04.2019 08:00:00 AM - 09:00:00 AM","43557.5833333333","166,488,816 KByte","170484547126.3147","378,881 kbit/s","47360107.5426","144,428,960 KByte","147895255474.3486","328,679 kbit/s","41084868.5254","22,059,855 KByte","22589291651.9662","50,202 kbit/s","6275239.0171","0 %","0.0000","100 %","0000009999"
"02.04.2019 09:00:00 AM - 10:00:00 AM","43557.6250000000","192,124,192 KByte","196735172105.0154","437,226 kbit/s","54653213.3525","170,795,216 KByte","174894301158.0283","388,686 kbit/s","48585799.1383","21,328,976 KByte","21840870946.9871","48,539 kbit/s","6067414.2142","0 %","0.0000","100 %","0000009999"
"02.04.2019 10:00:00 AM - 11:00:00 AM","43557.6666666667","207,944,102 KByte","212934760142.3708","473,225 kbit/s","59153145.2842","181,782,103 KByte","186144873709.2548","413,687 kbit/s","51710931.3250","26,161,998 KByte","26789886433.1161","59,538 kbit/s","7442213.9592","0 %","0.0000","100 %","0000009999"
"02.04.2019 11:00:00 AM - 12:00:00 PM","43557.7083333333","193,764,148 KByte","198414487334.4871","440,954 kbit/s","55119269.3159","169,941,986 KByte","174020593791.4668","386,741 kbit/s","48342679.5319","23,822,162 KByte","24393893543.0203","54,213 kbit/s","6776589.7840","0 %","0.0000","100 %","0000009999"
"02.04.2019 12:00:00 PM - 01:00:00 PM","43557.7500000000","158,435,904 KByte","162238365473.3765","360,558 kbit/s","45069718.0540","137,065,222 KByte","140354786848.6520","311,924 kbit/s","38990473.3837","21,370,682 KByte","21883578624.7246","48,634 kbit/s","6079244.6703","0 %","0.0000","100 %","0000009999"
"02.04.2019 01:00:00 PM - 02:00:00 PM","43557.7916666667","135,841,098 KByte","139101283968.2344","309,139 kbit/s","38642358.4034","121,663,629 KByte","124583556280.8637","276,875 kbit/s","34609331.3853","14,177,468 KByte","14517727687.3707","32,264 kbit/s","4033027.0181","0 %","0.0000","100 %","0000009999"
"02.04.2019 02:00:00 PM - 03:00:00 PM","43557.8333333333","178,037,959 KByte","182310869584.1684","405,166 kbit/s","50645706.6458","159,820,462 KByte","163656153003.6656","363,708 kbit/s","45463452.2599","18,217,497 KByte","18654716580.5028","41,458 kbit/s","5182254.3859","0 %","0.0000","100 %","0000009999"
"02.04.2019 03:00:00 PM - 04:00:00 PM","43557.8750000000","206,984,229 KByte","211951850109.7282","471,043 kbit/s","58880420.6211","182,255,213 KByte","186629337860.7956","414,766 kbit/s","51845803.2227","24,729,016 KByte","25322512248.9326","56,277 kbit/s","7034617.3984","0 %","0.0000","100 %","0000009999"
"02.04.2019 04:00:00 PM - 05:00:00 PM","43557.9166666667","205,192,897 KByte","210117526331.2927","466,968 kbit/s","58371005.9286","180,988,901 KByte","185332634914.3270","411,886 kbit/s","51485720.9688","24,203,996 KByte","24784891416.9657","55,082 kbit/s","6885284.9598","0 %","0.0000","100 %","0000009999"
"02.04.2019 05:00:00 PM - 06:00:00 PM","43557.9583333333","198,669,547 KByte","203437616471.9670","452,120 kbit/s","56515001.6173","176,726,289 KByte","180967720329.5027","402,183 kbit/s","50272860.9609","21,943,258 KByte","22469896142.4643","49,937 kbit/s","6242140.6565","0 %","0.0000","100 %","0000009999"
"02.04.2019 06:00:00 PM - 07:00:00 PM","43558.0000000000","200,387,725 KByte","205197030774.0797","456,029 kbit/s","57003608.8290","175,357,684 KByte","179566268815.4955","399,067 kbit/s","49883398.9353","25,030,041 KByte","25630761958.5842","56,962 kbit/s","7120209.8937","0 %","0.0000","100 %","0000009999"
"02.04.2019 07:00:00 PM - 08:00:00 PM","43558.0416666667","227,376,876 KByte","232833921298.8468","517,449 kbit/s","64681120.0035","193,629,911 KByte","198277028400.0960","440,650 kbit/s","55081236.4295","33,746,966 KByte","34556892898.7508","76,799 kbit/s","9599883.5739","0 %","0.0000","100 %","0000009999"
"02.04.2019 08:00:00 PM - 09:00:00 PM","43558.0833333333","204,735,230 KByte","209648875186.9452","465,924 kbit/s","58240490.2581","181,284,288 KByte","185635111034.6427","412,556 kbit/s","51569462.8275","23,450,942 KByte","24013764152.3026","53,368 kbit/s","6671027.4306","0 %","0.0000","100 %","0000009999"
"02.04.2019 09:00:00 PM - 10:00:00 PM","43558.1250000000","89,204,119 KByte","91345017503.8036","203,005 kbit/s","25375660.1237","78,564,507 KByte","80450054822.2235","178,792 kbit/s","22349037.7898","10,639,612 KByte","10894962681.5801","24,213 kbit/s","3026622.3339","0 %","0.0000","100 %","0000009999"
"02.04.2019 10:00:00 PM - 11:00:00 PM","43558.1666666667","10,418,925 KByte","10668979465.3814","23,711 kbit/s","2963827.6941","6,898,754 KByte","7064324054.6475","15,700 kbit/s","1962459.4219","3,520,171 KByte","3604655410.7339","8,011 kbit/s","1001368.2723","0 %","0.0000","100 %","0000009999"
"02.04.2019 11:00:00 PM - 12:00:00 AM","43558.2083333333","5,071,790 KByte","5193512740.3296","11,542 kbit/s","1442758.6501","3,781,790 KByte","3872552708.8955","8,606 kbit/s","1075795.7471","1,290,000 KByte","1320960031.4341","2,936 kbit/s","366962.9030","0 %","0.0000","100 %","0000009999"
"03.04.2019 12:00:00 AM - 01:00:00 AM","43558.2500000000","4,798,984 KByte","4914159942.4552","10,921 kbit/s","1365154.3992","4,229,241 KByte","4330743080.1843","9,625 kbit/s","1203081.1038","569,743 KByte","583416862.2709","1,297 kbit/s","162073.2954","0 %","0.0000","100 %","0000009999"
"03.04.2019 01:00:00 AM - 02:00:00 AM","43558.2916666667","3,636,174 KByte","3723442670.5378","8,275 kbit/s","1034372.9552","3,343,956 KByte","3424211366.0347","7,610 kbit/s","951246.4521","292,218 KByte","299231304.5031","665 kbit/s","83126.5031","0 %","0.0000","100 %","0000009999"
"03.04.2019 02:00:00 AM - 03:00:00 AM","43558.3333333333","2,645,867 KByte","2709368085.1787","6,021 kbit/s","752660.7862","2,457,674 KByte","2516658196.5963","5,593 kbit/s","699126.0978","188,193 KByte","192709888.5823","428 kbit/s","53534.6884","0 %","0.0000","100 %","0000009999"
"03.04.2019 03:00:00 AM - 04:00:00 AM","43558.3750000000","1,959,183 KByte","2006203844.7723","4,459 kbit/s","557325.2895","1,775,437 KByte","1818047278.6137","4,040 kbit/s","505055.2209","183,747 KByte","188156566.1587","418 kbit/s","52270.0687","0 %","0.0000","100 %","0000009999"
"03.04.2019 04:00:00 AM - 05:00:00 AM","43558.4166666667","1,314,430 KByte","1345976554.5651","2,991 kbit/s","373912.4970","1,161,702 KByte","1189582360.3222","2,644 kbit/s","330466.1654","152,729 KByte","156394194.2429","348 kbit/s","43446.3316","0 %","0.0000","100 %","0000009999"
"03.04.2019 05:00:00 AM - 06:00:00 AM","43558.4583333333","1,145,208 KByte","1172692694.1646","2,606 kbit/s","325773.3085","928,312 KByte","950591680.4480","2,113 kbit/s","264073.7836","216,896 KByte","222101013.7166","494 kbit/s","61699.5249","0 %","0.0000","100 %","0000009999"
"03.04.2019 06:00:00 AM - 07:00:00 AM","43558.5000000000","58,814,281 KByte","60225823652.0088","133,846 kbit/s","16730743.2132","52,612,132 KByte","53874822751.7789","119,731 kbit/s","14966434.1716","6,202,149 KByte","6351000900.2299","14,114 kbit/s","1764309.0416","0 %","0.0000","100 %","0000009999"
"03.04.2019 07:00:00 AM - 08:00:00 AM","43558.5416666667","174,317,763 KByte","178501389278.7295","396,701 kbit/s","49587576.0556","146,851,959 KByte","150376405682.5932","334,196 kbit/s","41774472.9264","27,465,804 KByte","28124983596.1363","62,505 kbit/s","7813103.1292","0 %","0.0000","100 %","0000009999"
"03.04.2019 08:00:00 AM - 09:00:00 AM","43558.5833333333","181,929,236 KByte","186295537904.8603","414,021 kbit/s","51752641.9773","154,903,981 KByte","158621676349.7697","352,519 kbit/s","44064881.6299","27,025,255 KByte","27673861555.0907","61,502 kbit/s","7687760.3473","0 %","0.0000","100 %","0000009999"
"03.04.2019 09:00:00 AM - 10:00:00 AM","43558.6250000000","222,710,722 KByte","228055779153.7710","506,834 kbit/s","63354283.0504","189,933,272 KByte","194491670958.2263","432,241 kbit/s","54030116.7484","32,777,449 KByte","33564108195.5447","74,593 kbit/s","9324166.3020","0 %","0.0000","100 %","0000009999"
"03.04.2019 10:00:00 AM - 11:00:00 AM","43558.6666666667","205,441,964 KByte","210372571057.6136","467,536 kbit/s","58442020.1400","178,137,868 KByte","182413177304.8972","405,399 kbit/s","50674831.4586","27,304,095 KByte","27959393752.7164","62,138 kbit/s","7767188.6814","0 %","0.0000","100 %","0000009999"
"03.04.2019 11:00:00 AM - 12:00:00 PM","43558.7083333333","234,503,469 KByte","240131552342.4711","533,667 kbit/s","66708397.4149","198,148,850 KByte","202904422518.3515","450,934 kbit/s","56366723.6669","36,354,619 KByte","37227129824.1196","82,733 kbit/s","10341673.7480","0 %","0.0000","100 %","0000009999"
"03.04.2019 12:00:00 PM - 01:00:00 PM","43558.7500000000","200,083,505 KByte","204885509016.1020","455,337 kbit/s","56917068.2764","176,450,136 KByte","180684938821.2950","401,553 kbit/s","50194164.7743","23,633,369 KByte","24200570194.8070","53,783 kbit/s","6722903.5022","0 %","0.0000","100 %","0000009999"
"03.04.2019 01:00:00 PM - 02:00:00 PM","43558.7916666667","184,340,922 KByte","188765103728.1077","419,515 kbit/s","52439412.3167","165,063,989 KByte","169025525070.4962","375,646 kbit/s","46955708.5826","19,276,932 KByte","19739578657.6115","43,870 kbit/s","5483703.7341","0 %","0.0000","100 %","0000009999"
"03.04.2019 02:00:00 PM - 03:00:00 PM","43558.8333333333","237,609,489 KByte","243312116568.4674","540,739 kbit/s","67592331.7411","207,880,481 KByte","212869612443.2975","473,083 kbit/s","59135375.8489","29,729,008 KByte","30442504125.1698","67,656 kbit/s","8456955.8922","0 %","0.0000","100 %","0000009999"
"03.04.2019 03:00:00 PM - 04:00:00 PM","43558.8750000000","196,186,760 KByte","200895242248.7933","446,469 kbit/s","55808574.6249","163,149,326 KByte","167064910154.2987","371,284 kbit/s","46410529.1951","33,037,434 KByte","33830332094.4947","75,184 kbit/s","9398045.4298","0 %","0.0000","100 %","0000009999"
"03.04.2019 04:00:00 PM - 05:00:00 PM","43558.9166666667","191,481,904 KByte","196077469569.6770","435,762 kbit/s","54470200.3405","149,347,640 KByte","152931983053.4253","339,875 kbit/s","42484410.7468","42,134,264 KByte","43145486516.2517","95,886 kbit/s","11985789.5937","0 %","0.0000","100 %","0000009999"
"03.04.2019 05:00:00 PM - 06:00:00 PM","43558.9583333333","204,953,640 KByte","209872527687.1987","466,420 kbit/s","58302458.9933","166,986,468 KByte","170994143448.5300","380,017 kbit/s","47502067.7854","37,967,172 KByte","38878384238.6687","86,403 kbit/s","10800391.2078","0 %","0.0000","100 %","0000009999"
"03.04.2019 06:00:00 PM - 07:00:00 PM","43559.0000000000","164,950,073 KByte","168908874318.7836","375,381 kbit/s","46922650.9540","135,030,505 KByte","138271236751.8468","307,292 kbit/s","38411557.7423","29,919,568 KByte","30637637566.9369","68,089 kbit/s","8511093.2117","0 %","0.0000","100 %","0000009999"
"03.04.2019 07:00:00 PM - 08:00:00 PM","43559.0416666667","206,886,857 KByte","211852141564.9403","470,819 kbit/s","58852394.5098","177,863,767 KByte","182132497286.1508","404,770 kbit/s","50596295.6247","29,023,090 KByte","29719644278.7895","66,049 kbit/s","8256098.8851","0 %","0.0000","100 %","0000009999"
"03.04.2019 08:00:00 PM - 09:00:00 PM","43559.0833333333","155,256,743 KByte","158982905182.7933","353,324 kbit/s","44165475.8808","135,635,464 KByte","138890715490.2553","308,671 kbit/s","38583862.4473","19,621,279 KByte","20092189692.5380","44,653 kbit/s","5581613.4335","0 %","0.0000","100 %","0000009999"
"03.04.2019 09:00:00 PM - 10:00:00 PM","43559.1250000000","92,330,180 KByte","94546104282.2665","210,120 kbit/s","26264995.4947","84,115,506 KByte","86134277635.0090","191,425 kbit/s","23928182.2471","8,214,674 KByte","8411826647.2575","18,695 kbit/s","2336813.2476","0 %","0.0000","100 %","0000009999"
"03.04.2019 10:00:00 PM - 11:00:00 PM","43559.1666666667","7,839,002 KByte","8027137779.3608","17,840 kbit/s","2229952.5180","5,711,115 KByte","5848182089.1243","12,997 kbit/s","1624634.9239","2,127,886 KByte","2178955690.2365","4,843 kbit/s","605317.5941","0 %","0.0000","100 %","0000009999"
"03.04.2019 11:00:00 PM - 12:00:00 AM","43559.2083333333","2,764,516 KByte","2830864109.8690","6,291 kbit/s","786414.4917","1,631,429 KByte","1670582855.7793","3,713 kbit/s","464088.1782","1,133,087 KByte","1160281254.0897","2,579 kbit/s","322326.3135","0 %","0.0000","100 %","0000009999"
"04.04.2019 12:00:00 AM - 01:00:00 AM","43559.2500000000","2,558,657 KByte","2620064437.9447","5,823 kbit/s","727856.3319","2,293,746 KByte","2348796106.5763","5,220 kbit/s","652497.7377","264,910 KByte","271268331.3683","603 kbit/s","75358.5942","0 %","0.0000","100 %","0000009999"
"04.04.2019 01:00:00 AM - 02:00:00 AM","43559.2916666667","2,397,268 KByte","2454802920.7307","5,456 kbit/s","681948.4235","2,014,019 KByte","2062355468.7412","4,583 kbit/s","572925.8544","383,249 KByte","392447451.9895","872 kbit/s","109022.5692","0 %","0.0000","100 %","0000009999"
"04.04.2019 02:00:00 AM - 03:00:00 AM","43559.3333333333","2,249,385 KByte","2303370373.9960","5,119 kbit/s","639873.0944","1,962,764 KByte","2009869928.4312","4,467 kbit/s","558339.0778","286,622 KByte","293500445.5648","652 kbit/s","81534.0166","0 %","0.0000","100 %","0000009999"
"04.04.2019 03:00:00 AM - 04:00:00 AM","43559.3750000000","2,895,335 KByte","2964823519.8139","6,589 kbit/s","823642.1652","2,654,561 KByte","2718270954.2596","6,041 kbit/s","755148.6823","240,774 KByte","246552565.5544","548 kbit/s","68493.4829","0 %","0.0000","100 %","0000009999"
"04.04.2019 04:00:00 AM - 05:00:00 AM","43559.4166666667","3,244,190 KByte","3322050368.5181","7,383 kbit/s","922866.1110","3,036,956 KByte","3109843354.8058","6,911 kbit/s","863914.9695","207,233 KByte","212207013.7123","472 kbit/s","58951.1415","0 %","0.0000","100 %","0000009999"
"04.04.2019 05:00:00 AM - 06:00:00 AM","43559.4583333333","2,563,520 KByte","2625044793.1590","5,834 kbit/s","729243.9309","1,944,712 KByte","1991385385.2760","4,426 kbit/s","553211.7814","618,808 KByte","633659407.8830","1,408 kbit/s","176032.1495","0 %","0.0000","100 %","0000009999"
"04.04.2019 06:00:00 AM - 07:00:00 AM","43559.5000000000","58,202,297 KByte","59599152155.2246","132,453 kbit/s","16556653.7736","51,908,546 KByte","53154350976.5998","118,130 kbit/s","14766287.0000","6,293,751 KByte","6444801178.6248","14,323 kbit/s","1790366.7736","0 %","0.0000","100 %","0000009999"
"04.04.2019 07:00:00 AM - 08:00:00 AM","43559.5416666667","163,755,762 KByte","167685900797.7614","372,663 kbit/s","46582910.6066","144,208,822 KByte","147669834043.3852","328,180 kbit/s","41022475.0310","19,546,940 KByte","20016066754.3762","44,483 kbit/s","5560435.5756","0 %","0.0000","100 %","0000009999"
"04.04.2019 08:00:00 AM - 09:00:00 AM","43559.5833333333","175,720,502 KByte","179937794401.0273","399,895 kbit/s","49986886.2408","154,197,007 KByte","157897735065.8065","350,913 kbit/s","43864137.3075","21,523,495 KByte","22040059335.2208","48,982 kbit/s","6122748.9333","0 %","0.0000","100 %","0000009999"
"04.04.2019 09:00:00 AM - 10:00:00 AM","43559.6250000000","188,476,656 KByte","193000095330.2987","428,921 kbit/s","53615158.7287","165,017,680 KByte","168978103908.3849","375,535 kbit/s","46941882.8380","23,458,976 KByte","24021991421.9138","53,386 kbit/s","6673275.8907","0 %","0.0000","100 %","0000009999"
"04.04.2019 10:00:00 AM - 11:00:00 AM","43559.6666666667","215,209,807 KByte","220374842523.2240","489,760 kbit/s","61219995.5894","188,743,817 KByte","193273668953.1836","429,530 kbit/s","53691306.2553","26,465,990 KByte","27101173570.0404","60,230 kbit/s","7528689.3342","0 %","0.0000","100 %","0000009999"
"04.04.2019 11:00:00 AM - 12:00:00 PM","43559.7083333333","207,625,309 KByte","212608316031.1513","472,504 kbit/s","59062951.5406","182,407,846 KByte","186785634484.8392","415,115 kbit/s","51889366.7190","25,217,462 KByte","25822681546.3122","57,389 kbit/s","7173584.8216","0 %","0.0000","100 %","0000009999"
"04.04.2019 12:00:00 PM - 01:00:00 PM","43559.7500000000","201,278,845 KByte","206109537232.8527","458,058 kbit/s","57257261.6219","178,204,962 KByte","182481881118.6658","405,548 kbit/s","50693495.0645","23,073,883 KByte","23627656114.1868","52,510 kbit/s","6563766.5574","0 %","0.0000","100 %","0000009999"
"04.04.2019 01:00:00 PM - 02:00:00 PM","43559.7916666667","189,943,121 KByte","194501756298.7916","432,262 kbit/s","54032768.3693","172,268,988 KByte","176403444080.1042","392,040 kbit/s","49005040.4423","17,674,133 KByte","18098312218.6875","40,222 kbit/s","5027727.9270","0 %","0.0000","100 %","0000009999"
"04.04.2019 02:00:00 PM - 03:00:00 PM","43559.8333333333","214,997,825 KByte","220157773209.9993","489,278 kbit/s","61159693.8679","194,362,988 KByte","199027699420.0670","442,318 kbit/s","55289772.3768","20,634,838 KByte","21130073789.9323","46,959 kbit/s","5869921.4911","0 %","0.0000","100 %","0000009999"
