"Fecha Hora","Fecha Hora(RAW)","Trafico suma (volumen)","Trafico suma (volumen)(RAW)","Trafico suma (velocidad)","Trafico suma (velocidad)(RAW)","Trafico in (volumen)","Trafico in (volumen)(RAW)","Trafico in (velocidad)","Trafico in (velocidad)(RAW)","Trafico out (volumen)","Trafico out (volumen)(RAW)","Trafico out (velocidad)","Trafico out (velocidad)(RAW)","Downtime","Downtime(RAW)","Cobertura","Cobertura(RAW)"
"23.01.2019 07:00:00 PM - 08:00:00 PM","43489.0416666667","95,523,207 KByte","97815763855.8611","217,387 kbit/s","27173385.4459","75,552,204 KByte","77365457021.0884","171,938 kbit/s","21492255.4501","19,971,003 KByte","20450306834.7727","45,449 kbit/s","5681129.9959","0 %","0.0000","100 %","0000009999"
"23.01.2019 08:00:00 PM - 09:00:00 PM","43489.0833333333","58,666,261 KByte","60074251750.3882","133,507 kbit/s","16688404.7132","54,697,890 KByte","56010639012.9217","124,476 kbit/s","15559548.1401","3,968,372 KByte","4063612737.4666","9,031 kbit/s","1128856.5731","0 %","0.0000","100 %","0000009999"
"23.01.2019 09:00:00 PM - 10:00:00 PM","43489.1250000000","36,650,082 KByte","37529683736.4076","83,406 kbit/s","10425780.9641","33,221,870 KByte","34019194820.5959","75,605 kbit/s","9450563.8860","3,428,212 KByte","3510488915.8116","7,802 kbit/s","975217.0780","0 %","0.0000","100 %","0000009999"
"23.01.2019 10:00:00 PM - 11:00:00 PM","43489.1666666667","4,430,626 KByte","4536960563.8504","10,083 kbit/s","1260350.8467","3,271,564 KByte","3350081125.1616","7,445 kbit/s","930640.1330","1,159,062 KByte","1186879438.6887","2,638 kbit/s","329710.7137","0 %","0.0000","100 %","0000009999"
"23.01.2019 11:00:00 PM - 12:00:00 AM","43489.2083333333","1,776,191 KByte","1818819757.3690","4,042 kbit/s","505268.4126","1,601,252 KByte","1639682284.5713","3,644 kbit/s","455503.9946","174,939 KByte","179137472.7977","398 kbit/s","49764.4179","0 %","0.0000","100 %","0000009999"
"24.01.2019 12:00:00 AM - 01:00:00 AM","43489.2500000000","2,883,014 KByte","2952206200.7227","6,561 kbit/s","820118.7869","2,665,036 KByte","2728996651.6328","6,065 kbit/s","758111.4838","217,978 KByte","223209549.0898","496 kbit/s","62007.3031","0 %","0.0000","100 %","0000009999"
"24.01.2019 01:00:00 AM - 02:00:00 AM","43489.2916666667","2,553,485 KByte","2614769068.1629","5,811 kbit/s","726377.2017","2,378,628 KByte","2435714734.5696","5,413 kbit/s","676636.2944","174,858 KByte","179054333.5933","398 kbit/s","49740.9073","0 %","0.0000","100 %","0000009999"
"24.01.2019 02:00:00 AM - 03:00:00 AM","43489.3333333333","3,204,817 KByte","3281732776.3632","7,293 kbit/s","911660.8124","2,751,129 KByte","2817155778.1322","6,261 kbit/s","782601.9669","453,688 KByte","464576998.2310","1,032 kbit/s","129058.8456","0 %","0.0000","100 %","0000009999"
"24.01.2019 03:00:00 AM - 04:00:00 AM","43489.3750000000","2,243,183 KByte","2297019517.6651","5,105 kbit/s","638108.8353","2,030,120 KByte","2078843308.5204","4,620 kbit/s","577499.7871","213,063 KByte","218176209.1447","485 kbit/s","60609.0482","0 %","0.0000","100 %","0000009999"
"24.01.2019 04:00:00 AM - 05:00:00 AM","43489.4166666667","3,084,285 KByte","3158307549.9020","7,019 kbit/s","877388.0800","2,907,113 KByte","2976883784.7810","6,616 kbit/s","826987.9697","177,172 KByte","181423765.1210","403 kbit/s","50400.1103","0 %","0.0000","100 %","0000009999"
"24.01.2019 05:00:00 AM - 06:00:00 AM","43489.4583333333","1,403,845 KByte","1437537326.6414","3,195 kbit/s","399341.4375","1,276,765 KByte","1307406963.0883","2,906 kbit/s","363191.8048","127,080 KByte","130130363.5530","289 kbit/s","36149.6328","0 %","0.0000","100 %","0000009999"
"24.01.2019 06:00:00 AM - 07:00:00 AM","43489.5000000000","23,456,366 KByte","24019319136.4566","53,381 kbit/s","6672589.1426","19,942,201 KByte","20420813934.0252","45,383 kbit/s","5672921.0584","3,514,165 KByte","3598505202.4315","7,997 kbit/s","999668.0841","0 %","0.0000","100 %","0000009999"
"24.01.2019 07:00:00 AM - 08:00:00 AM","43489.5416666667","98,321,187 KByte","100680895741.0050","223,755 kbit/s","27969323.9532","90,203,841 KByte","92368733282.0380","205,282 kbit/s","25660191.0948","8,117,346 KByte","8312162458.9670","18,473 kbit/s","2309132.8584","0 %","0.0000","100 %","0000009999"
"24.01.2019 08:00:00 AM - 09:00:00 AM","43489.5833333333","110,636,151 KByte","113291418740.5440","251,782 kbit/s","31472723.5387","99,760,708 KByte","102154965059.5215","227,032 kbit/s","28378980.5898","10,875,443 KByte","11136453681.0225","24,750 kbit/s","3093742.9489","0 %","0.0000","100 %","0000009999"
"24.01.2019 09:00:00 AM - 10:00:00 AM","43489.6250000000","127,491,418 KByte","130551212015.9369","290,138 kbit/s","36267247.8306","115,441,745 KByte","118212346662.4960","262,716 kbit/s","32839499.5868","12,049,673 KByte","12338865353.4409","27,422 kbit/s","3427748.2439","0 %","0.0000","100 %","0000009999"
"24.01.2019 10:00:00 AM - 11:00:00 AM","43489.6666666667","141,845,298 KByte","145249585655.6868","322,801 kbit/s","40350133.3866","127,625,085 KByte","130688086621.7800","290,440 kbit/s","36304969.1565","14,220,214 KByte","14561499033.9067","32,361 kbit/s","4045164.2301","0 %","0.0000","100 %","0000009999"
"24.01.2019 11:00:00 AM - 12:00:00 PM","43489.7083333333","131,836,920 KByte","135001006089.4758","300,026 kbit/s","37503300.5685","114,343,417 KByte","117087659035.2905","260,216 kbit/s","32526969.9602","17,493,503 KByte","17913347054.1853","39,811 kbit/s","4976330.6084","0 %","0.0000","100 %","0000009999"
"24.01.2019 12:00:00 PM - 01:00:00 PM","43489.7500000000","112,341,070 KByte","115037255215.5255","255,657 kbit/s","31957101.1283","103,147,989 KByte","105623540999.5515","234,736 kbit/s","29341991.6437","9,193,080 KByte","9413714215.9740","20,921 kbit/s","2615109.4846","0 %","0.0000","100 %","0000009999"
"24.01.2019 01:00:00 PM - 02:00:00 PM","43489.7916666667","110,360,607 KByte","113009261374.7660","251,151 kbit/s","31393903.2410","97,102,256 KByte","99432710175.2320","220,979 kbit/s","27622345.6756","13,258,351 KByte","13576551199.5340","30,172 kbit/s","3771557.5655","0 %","0.0000","100 %","0000009999"
"24.01.2019 02:00:00 PM - 03:00:00 PM","43489.8333333333","93,456,115 KByte","95699062118.6366","212,683 kbit/s","26585362.1058","86,474,602 KByte","88549992037.1498","196,795 kbit/s","24599338.2867","6,981,514 KByte","7149070081.4868","15,888 kbit/s","1986023.8191","0 %","0.0000","100 %","0000009999"
"24.01.2019 03:00:00 PM - 04:00:00 PM","43489.8750000000","116,924,593 KByte","119730783157.3175","266,089 kbit/s","33261137.8544","99,404,878 KByte","101790594964.8690","226,219 kbit/s","28277364.6186","17,519,715 KByte","17940188192.4485","39,870 kbit/s","4983773.2358","0 %","0.0000","100 %","0000009999"
"24.01.2019 04:00:00 PM - 05:00:00 PM","43489.9166666667","106,884,149 KByte","109449368634.3469","243,240 kbit/s","30405051.6943","98,186,857 KByte","100543341409.6201","223,448 kbit/s","27930955.9408","8,697,292 KByte","8906027224.7268","19,793 kbit/s","2474095.7535","0 %","0.0000","100 %","0000009999"
"24.01.2019 05:00:00 PM - 06:00:00 PM","43489.9583333333","91,555,062 KByte","93752383002.4989","208,355 kbit/s","26044426.6351","80,578,265 KByte","82512143037.0251","183,375 kbit/s","22921886.2178","10,976,797 KByte","11240239965.4739","24,980 kbit/s","3122540.4173","0 %","0.0000","100 %","0000009999"
"24.01.2019 06:00:00 PM - 07:00:00 PM","43490.0000000000","73,980,232 KByte","75755757749.4782","168,360 kbit/s","21045019.7932","66,421,341 KByte","68015453066.9045","151,158 kbit/s","18894755.9705","7,558,891 KByte","7740304682.5737","17,202 kbit/s","2150263.8227","0 %","0.0000","100 %","0000009999"
"24.01.2019 07:00:00 PM - 08:00:00 PM","43490.0416666667","73,071,300 KByte","74825011692.9076","166,291 kbit/s","20786399.9302","65,615,458 KByte","67190228521.0838","149,324 kbit/s","18665455.9731","7,455,843 KByte","7634783171.8238","16,968 kbit/s","2120943.9571","0 %","0.0000","100 %","0000009999"
"24.01.2019 08:00:00 PM - 09:00:00 PM","43490.0833333333","51,344,595 KByte","52576865184.6420","116,846 kbit/s","14605699.0582","45,277,839 KByte","46364506873.1884","103,039 kbit/s","12879924.1262","6,066,756 KByte","6212358311.4536","13,806 kbit/s","1725774.9320","0 %","0.0000","100 %","0000009999"
"24.01.2019 09:00:00 PM - 10:00:00 PM","43490.1250000000","31,034,398 KByte","31779223530.0578","70,626 kbit/s","8828248.7333","26,528,438 KByte","27165120113.6985","60,372 kbit/s","7546453.6446","4,505,960 KByte","4614103416.3593","10,254 kbit/s","1281795.0886","0 %","0.0000","100 %","0000009999"
"24.01.2019 10:00:00 PM - 11:00:00 PM","43490.1666666667","7,805,572 KByte","7992905648.8590","17,763 kbit/s","2220411.9322","7,264,531 KByte","7438879602.7601","16,532 kbit/s","2066504.6928","541,041 KByte","554026046.0990","1,231 kbit/s","153907.2394","0 %","0.0000","100 %","0000009999"
"24.01.2019 11:00:00 PM - 12:00:00 AM","43490.2083333333","2,431,232 KByte","2489581857.2838","5,533 kbit/s","691606.2286","2,238,772 KByte","2292502721.7329","5,095 kbit/s","636857.6140","192,460 KByte","197079135.5509","438 kbit/s","54748.6146","0 %","0.0000","100 %","0000009999"
"25.01.2019 12:00:00 AM - 01:00:00 AM","43490.2500000000","3,719,499 KByte","3808766482.1080","8,465 kbit/s","1058078.8627","3,501,424 KByte","3585457811.0627","7,968 kbit/s","996043.5067","218,075 KByte","223308671.0453","496 kbit/s","62035.3560","0 %","0.0000","100 %","0000009999"
"25.01.2019 01:00:00 AM - 02:00:00 AM","43490.2916666667","4,419,355 KByte","4525419489.3802","10,057 kbit/s","1257165.7331","4,185,986 KByte","4286449599.0543","9,526 kbit/s","1190779.6758","233,369 KByte","238969890.3258","531 kbit/s","66386.0573","0 %","0.0000","100 %","0000009999"
"25.01.2019 02:00:00 AM - 03:00:00 AM","43490.3333333333","6,052,408 KByte","6197665469.8295","13,774 kbit/s","1721702.8693","5,761,035 KByte","5899300161.2994","13,111 kbit/s","1638817.4006","291,372 KByte","298365308.5300","663 kbit/s","82885.4688","0 %","0.0000","100 %","0000009999"
"25.01.2019 03:00:00 AM - 04:00:00 AM","43490.3750000000","3,255,706 KByte","3333842756.9809","7,409 kbit/s","926139.4656","3,021,561 KByte","3094078477.5774","6,876 kbit/s","859533.0963","234,145 KByte","239764279.4035","533 kbit/s","66606.3692","0 %","0.0000","100 %","0000009999"
"25.01.2019 04:00:00 AM - 05:00:00 AM","43490.4166666667","2,366,946 KByte","2423752799.1090","5,387 kbit/s","673320.7765","2,066,057 KByte","2115642495.9130","4,702 kbit/s","587727.4484","300,889 KByte","308110303.1960","685 kbit/s","85593.3281","0 %","0.0000","100 %","0000009999"
"25.01.2019 05:00:00 AM - 06:00:00 AM","43490.4583333333","2,811,748 KByte","2879230323.7003","6,399 kbit/s","799855.0774","2,587,339 KByte","2649435589.6757","5,888 kbit/s","736017.7098","224,409 KByte","229794734.0245","511 kbit/s","63837.3677","0 %","0.0000","100 %","0000009999"
"25.01.2019 06:00:00 AM - 07:00:00 AM","43490.5000000000","19,540,239 KByte","20009204262.4992","44,469 kbit/s","5558575.5098","16,277,320 KByte","16667975731.1988","37,043 kbit/s","4630379.1236","3,262,918 KByte","3341228531.3005","7,426 kbit/s","928196.3862","0 %","0.0000","100 %","0000009999"
"25.01.2019 07:00:00 AM - 08:00:00 AM","43490.5416666667","74,915,285 KByte","76713251861.5546","170,488 kbit/s","21311012.5459","58,934,698 KByte","60349130259.1197","134,120 kbit/s","16765044.3812","15,980,588 KByte","16364121602.4349","36,368 kbit/s","4545968.1647","0 %","0.0000","100 %","0000009999"
"25.01.2019 08:00:00 AM - 09:00:00 AM","43490.5833333333","90,261,295 KByte","92427565901.7439","205,412 kbit/s","25676463.5669","80,983,338 KByte","82926937704.8968","184,297 kbit/s","23037180.2386","9,277,957 KByte","9500628196.8471","21,114 kbit/s","2639283.3283","0 %","0.0000","100 %","0000009999"
"25.01.2019 09:00:00 AM - 10:00:00 AM","43490.6250000000","100,484,616 KByte","102896246735.1884","228,675 kbit/s","28584355.1854","93,234,193 KByte","95471814027.5454","212,175 kbit/s","26521863.8089","7,250,423 KByte","7424432707.6430","16,500 kbit/s","2062491.3765","0 %","0.0000","100 %","0000009999"
"25.01.2019 10:00:00 AM - 11:00:00 AM","43490.6666666667","110,745,728 KByte","113403625533.7870","252,031 kbit/s","31503894.9498","99,696,763 KByte","102089485524.8572","226,886 kbit/s","28360790.1627","11,048,965 KByte","11314140008.9298","25,145 kbit/s","3143104.7871","0 %","0.0000","100 %","0000009999"
"25.01.2019 11:00:00 AM - 12:00:00 PM","43490.7083333333","130,172,032 KByte","133296160539.3423","296,237 kbit/s","37029591.3403","112,518,819 KByte","115219270442.1838","256,063 kbit/s","32007842.3995","17,653,213 KByte","18076890097.1585","40,174 kbit/s","5021748.9408","0 %","0.0000","100 %","0000009999"
"25.01.2019 12:00:00 PM - 01:00:00 PM","43490.7500000000","120,841,358 KByte","123741550944.2078","275,004 kbit/s","34375517.6665","105,709,113 KByte","108246131734.8407","240,567 kbit/s","30070875.8327","15,132,245 KByte","15495419209.3672","34,437 kbit/s","4304641.8339","0 %","0.0000","100 %","0000009999"
"25.01.2019 01:00:00 PM - 02:00:00 PM","43490.7916666667","72,866,745 KByte","74615546881.6138","165,825 kbit/s","20728095.4076","67,048,880 KByte","68658052952.8430","152,585 kbit/s","19073111.8592","5,817,865 KByte","5957493928.7708","13,240 kbit/s","1654983.5484","0 %","0.0000","100 %","0000009999"
"25.01.2019 02:00:00 PM - 03:00:00 PM","43490.8333333333","82,608,993 KByte","84591609308.0442","187,995 kbit/s","23499366.4287","69,311,382 KByte","70974855613.4150","157,733 kbit/s","19716661.6515","13,297,611 KByte","13616753694.6292","30,262 kbit/s","3782704.7772","0 %","0.0000","100 %","0000009999"
"25.01.2019 03:00:00 PM - 04:00:00 PM","43490.8750000000","66,859,105 KByte","68463723640.5135","152,153 kbit/s","19019180.2808","57,487,328 KByte","58867023575.2568","130,826 kbit/s","16353222.9105","9,371,777 KByte","9596700065.2567","21,328 kbit/s","2665957.3704","0 %","0.0000","100 %","0000009999"
"25.01.2019 04:00:00 PM - 05:00:00 PM","43490.9166666667","71,129,409 KByte","72836514953.2032","161,874 kbit/s","20234220.0683","65,283,504 KByte","66850307985.5924","148,570 kbit/s","18571232.3590","5,845,905 KByte","5986206967.6108","13,304 kbit/s","1662987.7093","0 %","0.0000","100 %","0000009999"
"25.01.2019 05:00:00 PM - 06:00:00 PM","43490.9583333333","48,717,922 KByte","49887152447.5586","110,870 kbit/s","13858697.2380","43,783,148 KByte","44833943072.7678","99,639 kbit/s","12454910.9850","4,934,775 KByte","5053209374.7908","11,230 kbit/s","1403786.2530","0 %","0.0000","100 %","0000009999"
"25.01.2019 06:00:00 PM - 07:00:00 PM","43491.0000000000","49,650,964 KByte","50842587562.7933","112,993 kbit/s","14124157.2365","42,615,505 KByte","43638276965.3281","96,982 kbit/s","12122787.5082","7,035,460 KByte","7204310597.4652","16,011 kbit/s","2001369.7284","0 %","0.0000","100 %","0000009999"
"25.01.2019 07:00:00 PM - 08:00:00 PM","43491.0416666667","30,878,321 KByte","31619400315.3713","70,271 kbit/s","8783923.1477","25,620,285 KByte","26235172332.5686","58,305 kbit/s","7288175.4630","5,258,035 KByte","5384227982.8027","11,966 kbit/s","1495747.6846","0 %","0.0000","100 %","0000009999"
"25.01.2019 08:00:00 PM - 09:00:00 PM","43491.0833333333","23,683,801 KByte","24252211980.3716","53,898 kbit/s","6737305.7070","20,885,717 KByte","21386974584.8030","47,531 kbit/s","5941337.8888","2,798,083 KByte","2865237395.5686","6,368 kbit/s","795967.8182","0 %","0.0000","100 %","0000009999"
"25.01.2019 09:00:00 PM - 10:00:00 PM","43491.1250000000","14,615,482 KByte","14966253066.4264","33,261 kbit/s","4157615.8886","13,855,605 KByte","14188139469.5683","31,532 kbit/s","3941456.4104","759,877 KByte","778113596.8581","1,729 kbit/s","216159.4782","0 %","0.0000","100 %","0000009999"
"25.01.2019 10:00:00 PM - 11:00:00 PM","43491.1666666667","6,365,108 KByte","6517870915.5772","14,485 kbit/s","1810670.5880","6,063,279 KByte","6208797915.3497","13,798 kbit/s","1724809.8217","301,829 KByte","309073000.2275","687 kbit/s","85860.7662","0 %","0.0000","100 %","0000009999"
"25.01.2019 11:00:00 PM - 12:00:00 AM","43491.2083333333","1,643,809 KByte","1683259998.0947","3,741 kbit/s","467603.3953","1,482,505 KByte","1518085313.5325","3,374 kbit/s","421718.4794","161,303 KByte","165174684.5622","367 kbit/s","45884.9158","0 %","0.0000","100 %","0000009999"
"26.01.2019 12:00:00 AM - 01:00:00 AM","43491.2500000000","4,150,811 KByte","4250430939.6481","9,446 kbit/s","1180770.3786","3,926,380 KByte","4020613232.0862","8,935 kbit/s","1116926.9836","224,431 KByte","229817707.5619","511 kbit/s","63843.3950","0 %","0.0000","100 %","0000009999"
"26.01.2019 01:00:00 AM - 02:00:00 AM","43491.2916666667","1,925,771 KByte","1971989581.9615","4,383 kbit/s","547819.0137","1,781,894 KByte","1824659122.9140","4,055 kbit/s","506890.5892","143,877 KByte","147330459.0476","327 kbit/s","40928.4245","0 %","0.0000","100 %","0000009999"
"26.01.2019 02:00:00 AM - 03:00:00 AM","43491.3333333333","2,738,121 KByte","2803835585.9772","6,231 kbit/s","778903.7997","2,574,212 KByte","2635993562.7357","5,858 kbit/s","732277.3890","163,908 KByte","167842023.2415","373 kbit/s","46626.4107","0 %","0.0000","100 %","0000009999"
"26.01.2019 03:00:00 AM - 04:00:00 AM","43491.3750000000","1,756,883 KByte","1799048063.9979","3,998 kbit/s","499774.4447","1,562,001 KByte","1599488637.4817","3,555 kbit/s","444336.9588","194,882 KByte","199559426.5162","443 kbit/s","55437.4858","0 %","0.0000","100 %","0000009999"
"26.01.2019 04:00:00 AM - 05:00:00 AM","43491.4166666667","1,754,291 KByte","1796393960.1776","3,992 kbit/s","499045.4543","1,535,778 KByte","1572636763.4639","3,495 kbit/s","436884.8067","218,513 KByte","223757196.7136","497 kbit/s","62160.6476","0 %","0.0000","100 %","0000009999"
"26.01.2019 05:00:00 AM - 06:00:00 AM","43491.4583333333","3,475,240 KByte","3558645775.2380","7,909 kbit/s","988600.5910","3,268,617 KByte","3347063795.2257","7,439 kbit/s","929822.5940","206,623 KByte","211581980.0123","470 kbit/s","58777.9969","0 %","0.0000","100 %","0000009999"
"26.01.2019 06:00:00 AM - 07:00:00 AM","43491.5000000000","4,078,061 KByte","4175934859.1323","9,281 kbit/s","1160068.9105","3,363,080 KByte","3443793476.5193","7,653 kbit/s","956681.0501","714,982 KByte","732141382.6130","1,627 kbit/s","203387.8604","0 %","0.0000","100 %","0000009999"
"26.01.2019 07:00:00 AM - 08:00:00 AM","43491.5416666667","12,622,022 KByte","12924950067.6800","28,724 kbit/s","3590553.1467","11,720,055 KByte","12001336174.4610","26,672 kbit/s","3333973.0630","901,967 KByte","923613893.2190","2,053 kbit/s","256580.0837","0 %","0.0000","100 %","0000009999"
"26.01.2019 08:00:00 AM - 09:00:00 AM","43491.5833333333","20,386,532 KByte","20875808673.7407","46,394 kbit/s","5799302.9088","16,136,584 KByte","16523862121.9473","36,723 kbit/s","4590331.4772","4,249,948 KByte","4351946551.7933","9,672 kbit/s","1208971.4315","0 %","0.0000","100 %","0000009999"
"26.01.2019 09:00:00 AM - 10:00:00 AM","43491.6250000000","27,168,637 KByte","27820684499.1449","61,829 kbit/s","7728590.4973","25,067,600 KByte","25669222169.5595","57,047 kbit/s","7130913.9263","2,101,037 KByte","2151462329.5854","4,781 kbit/s","597676.5711","0 %","0.0000","100 %","0000009999"
"26.01.2019 10:00:00 AM - 11:00:00 AM","43491.6666666667","21,479,116 KByte","21994614848.8575","48,881 kbit/s","6110090.4651","20,023,677 KByte","20504245216.2925","45,569 kbit/s","5696066.6986","1,455,439 KByte","1490369632.5651","3,312 kbit/s","414023.7664","0 %","0.0000","100 %","0000009999"
"26.01.2019 11:00:00 AM - 12:00:00 PM","43491.7083333333","24,597,762 KByte","25188107823.4832","55,979 kbit/s","6997318.6015","21,598,957 KByte","22117332179.9290","49,154 kbit/s","6144249.5388","2,998,804 KByte","3070775643.5542","6,825 kbit/s","853069.0627","0 %","0.0000","100 %","0000009999"
"26.01.2019 12:00:00 PM - 01:00:00 PM","43491.7500000000","24,504,942 KByte","25093061095.0739","55,767 kbit/s","6970914.3855","23,194,060 KByte","23750717628.8322","52,784 kbit/s","6598008.0532","1,310,882 KByte","1342343466.2418","2,983 kbit/s","372906.3323","0 %","0.0000","100 %","0000009999"
"26.01.2019 01:00:00 PM - 02:00:00 PM","43491.7916666667","11,720,405 KByte","12001694454.6409","26,672 kbit/s","3334054.0692","10,679,422 KByte","10935728156.0306","24,303 kbit/s","3037930.1103","1,040,983 KByte","1065966298.6102","2,369 kbit/s","296123.9589","0 %","0.0000","100 %","0000009999"
"26.01.2019 02:00:00 PM - 03:00:00 PM","43491.8333333333","10,678,137 KByte","10934412253.5450","24,301 kbit/s","3037589.8696","8,619,511 KByte","8826379270.9463","19,616 kbit/s","2451976.3511","2,058,626 KByte","2108032982.5987","4,685 kbit/s","585613.5185","0 %","0.0000","100 %","0000009999"
"26.01.2019 03:00:00 PM - 04:00:00 PM","43491.8750000000","8,422,140 KByte","8624271868.2816","19,166 kbit/s","2395810.7603","7,599,785 KByte","7782179475.2966","17,295 kbit/s","2161878.6618","822,356 KByte","842092392.9850","1,871 kbit/s","233932.0985","0 %","0.0000","100 %","0000009999"
"26.01.2019 04:00:00 PM - 05:00:00 PM","43491.9166666667","8,196,705 KByte","8393425898.5048","18,654 kbit/s","2331707.9800","7,815,320 KByte","8002888091.0250","17,786 kbit/s","2223215.9133","381,385 KByte","390537807.4798","868 kbit/s","108492.0667","0 %","0.0000","100 %","0000009999"
"26.01.2019 05:00:00 PM - 06:00:00 PM","43491.9583333333","6,946,975 KByte","7113702475.3409","15,809 kbit/s","1976182.1684","6,549,052 KByte","6706229403.6243","14,904 kbit/s","1862986.3999","397,923 KByte","407473071.7167","906 kbit/s","113195.7685","0 %","0.0000","100 %","0000009999"
"26.01.2019 06:00:00 PM - 07:00:00 PM","43492.0000000000","5,842,614 KByte","5982836268.4156","13,296 kbit/s","1662037.4666","5,449,956 KByte","5580754783.2887","12,403 kbit/s","1550338.8569","392,658 KByte","402081485.1268","894 kbit/s","111698.6096","0 %","0.0000","100 %","0000009999"
"26.01.2019 07:00:00 PM - 08:00:00 PM","43492.0416666667","6,087,014 KByte","6233101947.8653","13,852 kbit/s","1731547.0738","5,757,088 KByte","5895257793.6540","13,102 kbit/s","1637694.4364","329,926 KByte","337844154.2113","751 kbit/s","93852.6373","0 %","0.0000","100 %","0000009999"
"26.01.2019 08:00:00 PM - 09:00:00 PM","43492.0833333333","5,128,656 KByte","5251743282.7483","11,672 kbit/s","1458939.1568","4,873,414 KByte","4990376388.4963","11,091 kbit/s","1386331.1911","255,241 KByte","261366894.2520","581 kbit/s","72607.9657","0 %","0.0000","100 %","0000009999"
"26.01.2019 09:00:00 PM - 10:00:00 PM","43492.1250000000","5,679,532 KByte","5815840831.2560","12,925 kbit/s","1615623.5381","5,426,968 KByte","5557215489.4392","12,350 kbit/s","1543778.1761","252,564 KByte","258625341.8168","575 kbit/s","71845.3620","0 %","0.0000","100 %","0000009999"
"26.01.2019 10:00:00 PM - 11:00:00 PM","43492.1666666667","3,261,666 KByte","3339945797.1427","7,423 kbit/s","927840.0414","3,091,447 KByte","3165641303.4556","7,035 kbit/s","879418.0914","170,219 KByte","174304493.6870","387 kbit/s","48421.9501","0 %","0.0000","100 %","0000009999"
"26.01.2019 11:00:00 PM - 12:00:00 AM","43492.2083333333","2,987,274 KByte","3058968453.8122","6,798 kbit/s","849777.1927","2,808,263 KByte","2875661635.1072","6,391 kbit/s","798854.8128","179,011 KByte","183306818.7050","407 kbit/s","50922.3799","0 %","0.0000","100 %","0000009999"
"27.01.2019 12:00:00 AM - 01:00:00 AM","43492.2500000000","2,469,667 KByte","2528938608.4752","5,620 kbit/s","702541.4919","2,316,043 KByte","2371627631.7709","5,271 kbit/s","658840.3566","153,624 KByte","157310976.7043","350 kbit/s","43701.1353","0 %","0.0000","100 %","0000009999"
"27.01.2019 01:00:00 AM - 02:00:00 AM","43492.2916666667","2,215,530 KByte","2268702677.0496","5,042 kbit/s","630249.4596","2,069,738 KByte","2119412018.5595","4,710 kbit/s","588776.2609","145,792 KByte","149290658.4902","332 kbit/s","41473.1987","0 %","0.0000","100 %","0000009999"
"27.01.2019 02:00:00 AM - 03:00:00 AM","43492.3333333333","2,106,900 KByte","2157465232.9480","4,795 kbit/s","599335.8538","1,951,240 KByte","1998069364.2958","4,440 kbit/s","555056.2716","155,660 KByte","159395868.6522","354 kbit/s","44279.5822","0 %","0.0000","100 %","0000009999"
"27.01.2019 03:00:00 AM - 04:00:00 AM","43492.3750000000","1,403,655 KByte","1437342773.5109","3,194 kbit/s","399292.9376","1,263,892 KByte","1294225769.9506","2,876 kbit/s","359535.1222","139,763 KByte","143117003.5603","318 kbit/s","39757.8155","0 %","0.0000","100 %","0000009999"
"27.01.2019 04:00:00 AM - 05:00:00 AM","43492.4166666667","1,909,731 KByte","1955564923.5722","4,346 kbit/s","543257.7502","1,774,988 KByte","1817588103.8202","4,039 kbit/s","504927.6617","134,743 KByte","137976819.7520","307 kbit/s","38330.0885","0 %","0.0000","100 %","0000009999"
"27.01.2019 05:00:00 AM - 06:00:00 AM","43492.4583333333","3,354,342 KByte","3434846631.3356","7,634 kbit/s","954192.9782","3,182,741 KByte","3259126421.4291","7,243 kbit/s","905378.2833","171,602 KByte","175720209.9065","391 kbit/s","48814.6949","0 %","0.0000","100 %","0000009999"
"27.01.2019 06:00:00 AM - 07:00:00 AM","43492.5000000000","1,686,217 KByte","1726686603.4600","3,837 kbit/s","479668.4779","1,420,779 KByte","1454877905.1740","3,233 kbit/s","404160.8182","265,438 KByte","271808698.2860","604 kbit/s","75507.6598","0 %","0.0000","100 %","0000009999"
"27.01.2019 07:00:00 AM - 08:00:00 AM","43492.5416666667","1,583,303 KByte","1621302588.1796","3,603 kbit/s","450395.6097","1,428,039 KByte","1462311469.2890","3,250 kbit/s","406228.0975","155,265 KByte","158991118.8905","353 kbit/s","44167.5123","0 %","0.0000","100 %","0000009999"
"27.01.2019 08:00:00 AM - 09:00:00 AM","43492.5833333333","1,829,113 KByte","1873011722.3910","4,163 kbit/s","520321.5034","1,725,625 KByte","1767039840.8943","3,927 kbit/s","490882.5800","103,488 KByte","105971881.4967","236 kbit/s","29438.9234","0 %","0.0000","100 %","0000009999"
"27.01.2019 09:00:00 AM - 10:00:00 AM","43492.6250000000","1,814,249 KByte","1857790871.1615","4,129 kbit/s","516094.5941","1,748,571 KByte","1790536812.0285","3,979 kbit/s","497411.4059","65,678 KByte","67254059.1329","149 kbit/s","18683.1881","0 %","0.0000","100 %","0000009999"
"27.01.2019 10:00:00 AM - 11:00:00 AM","43492.6666666667","1,185,122 KByte","1213564540.2780","2,697 kbit/s","337132.1650","1,131,937 KByte","1159103027.5885","2,576 kbit/s","322002.5801","53,185 KByte","54461512.6896","121 kbit/s","15129.5848","0 %","0.0000","100 %","0000009999"
