"Fecha Hora","Fecha Hora(RAW)","Trafico suma (volumen)","Trafico suma (volumen)(RAW)","Trafico suma (velocidad)","Trafico suma (velocidad)(RAW)","Trafico in (volumen)","Trafico in (volumen)(RAW)","Trafico in (velocidad)","Trafico in (velocidad)(RAW)","Trafico out (volumen)","Trafico out (volumen)(RAW)","Trafico out (velocidad)","Trafico out (velocidad)(RAW)","Downtime","Downtime(RAW)","Cobertura","Cobertura(RAW)"
"07.01.2019 09:00:00 AM - 10:00:00 AM","43472.6250000000","107,515,541 KByte","110095913727.8660","244,677 kbit/s","30584662.0222","98,812,319 KByte","101183815112.2947","224,871 kbit/s","28108879.6354","8,703,221 KByte","8912098615.5713","19,806 kbit/s","2475782.3868","0 %","0.0000","100 %","0000009999"
"07.01.2019 10:00:00 AM - 11:00:00 AM","43472.6666666667","117,347,558 KByte","120163899878.5240","267,050 kbit/s","33381271.9470","98,511,225 KByte","100875494410.6796","224,184 kbit/s","28022994.5526","18,836,333 KByte","19288405467.8444","42,866 kbit/s","5358277.3944","0 %","0.0000","100 %","0000009999"
"07.01.2019 11:00:00 AM - 12:00:00 PM","43472.7083333333","106,818,882 KByte","109382534933.7721","243,091 kbit/s","30386316.4553","92,590,030 KByte","94812190789.8585","210,710 kbit/s","26338695.0660","14,228,852 KByte","14570344143.9137","32,381 kbit/s","4047621.3894","0 %","0.0000","100 %","0000009999"
"07.01.2019 12:00:00 PM - 01:00:00 PM","43472.7500000000","99,031,795 KByte","101408557860.6292","225,369 kbit/s","28171078.4281","81,257,039 KByte","83207208197.2992","184,918 kbit/s","23114782.7891","17,774,756 KByte","18201349663.3300","40,450 kbit/s","5056295.6389","0 %","0.0000","100 %","0000009999"
"07.01.2019 01:00:00 PM - 02:00:00 PM","43472.7916666667","70,618,352 KByte","72313192595.7237","160,708 kbit/s","20088448.7757","62,391,759 KByte","63889160704.6248","141,986 kbit/s","17748270.9042","8,226,594 KByte","8424031891.0988","18,721 kbit/s","2340177.8715","0 %","0.0000","100 %","0000009999"
"07.01.2019 02:00:00 PM - 03:00:00 PM","43472.8333333333","86,987,507 KByte","89075206845.6466","197,959 kbit/s","24744831.4037","76,673,952 KByte","78514127070.6557","174,488 kbit/s","21810994.3942","10,313,554 KByte","10561079774.9909","23,471 kbit/s","2933837.0095","0 %","0.0000","100 %","0000009999"
"07.01.2019 03:00:00 PM - 04:00:00 PM","43472.8750000000","123,428,103 KByte","126390377612.4647","280,888 kbit/s","35110974.0183","103,754,195 KByte","106244295343.3576","236,115 kbit/s","29514435.8602","19,673,908 KByte","20146082269.1072","44,772 kbit/s","5596538.1581","0 %","0.0000","100 %","0000009999"
"07.01.2019 04:00:00 PM - 05:00:00 PM","43472.9166666667","73,224,902 KByte","74982299552.4716","166,641 kbit/s","20830152.3884","66,359,823 KByte","67952458383.8815","151,018 kbit/s","18877255.9891","6,865,079 KByte","7029841168.5901","15,623 kbit/s","1952896.3993","0 %","0.0000","100 %","0000009999"
"07.01.2019 05:00:00 PM - 06:00:00 PM","43472.9583333333","70,515,656 KByte","72208031255.6809","160,473 kbit/s","20059179.4585","53,382,718 KByte","54663902833.6888","121,484 kbit/s","15185472.0005","17,132,938 KByte","17544128421.9921","38,990 kbit/s","4873707.4580","0 %","0.0000","100 %","0000009999"
"07.01.2019 06:00:00 PM - 07:00:00 PM","43473.0000000000","94,339,909 KByte","96604067298.6405","214,693 kbit/s","26836624.9777","71,633,066 KByte","73352259425.1347","163,018 kbit/s","20377269.1203","22,706,844 KByte","23251807873.5058","51,675 kbit/s","6459355.8574","0 %","0.0000","100 %","0000009999"
"07.01.2019 07:00:00 PM - 08:00:00 PM","43473.0416666667","68,979,899 KByte","70635416793.6753","156,982 kbit/s","19622747.8612","55,682,822 KByte","57019209395.8795","126,721 kbit/s","15840121.2878","13,297,078 KByte","13616207397.7958","30,261 kbit/s","3782626.5735","0 %","0.0000","100 %","0000009999"
"07.01.2019 08:00:00 PM - 09:00:00 PM","43473.0833333333","55,147,450 KByte","56470989088.2682","125,500 kbit/s","15687475.2659","40,891,897 KByte","41873302145.2290","93,058 kbit/s","11632280.6154","14,255,554 KByte","14597686943.0392","32,442 kbit/s","4055194.6505","0 %","0.0000","100 %","0000009999"
"07.01.2019 09:00:00 PM - 10:00:00 PM","43473.1250000000","34,295,962 KByte","35119064928.9217","78,049 kbit/s","9756108.8227","25,942,512 KByte","26565131968.1610","59,039 kbit/s","7379818.3093","8,353,450 KByte","8553932960.7607","19,010 kbit/s","2376290.5133","0 %","0.0000","100 %","0000009999"
"07.01.2019 10:00:00 PM - 11:00:00 PM","43473.1666666667","3,040,044 KByte","3113004806.6300","6,918 kbit/s","864788.4165","2,721,285 KByte","2786596349.7552","6,193 kbit/s","774112.6000","318,758 KByte","326408456.8748","725 kbit/s","90675.8165","0 %","0.0000","100 %","0000009999"
"07.01.2019 11:00:00 PM - 12:00:00 AM","43473.2083333333","1,366,582 KByte","1399380271.7577","3,110 kbit/s","388743.7382","1,228,397 KByte","1257878131.3067","2,795 kbit/s","349434.8583","138,186 KByte","141502140.4510","314 kbit/s","39308.8799","0 %","0.0000","100 %","0000009999"
"08.01.2019 12:00:00 AM - 01:00:00 AM","43473.2500000000","3,642,360 KByte","3729776570.8345","8,289 kbit/s","1036135.3921","3,433,067 KByte","3515460274.0575","7,813 kbit/s","976598.1260","209,293 KByte","214316296.7770","476 kbit/s","59537.2661","0 %","0.0000","100 %","0000009999"
"08.01.2019 01:00:00 AM - 02:00:00 AM","43473.2916666667","2,298,844 KByte","2354016248.0710","5,232 kbit/s","653947.8979","2,149,581 KByte","2201171024.1329","4,892 kbit/s","611487.3529","149,263 KByte","152845223.9381","340 kbit/s","42460.5450","0 %","0.0000","100 %","0000009999"
"08.01.2019 02:00:00 AM - 03:00:00 AM","43473.3333333333","2,855,712 KByte","2924249402.7222","6,499 kbit/s","812347.9138","2,239,492 KByte","2293239637.9042","5,096 kbit/s","637055.2505","616,220 KByte","631009764.8179","1,402 kbit/s","175292.6633","0 %","0.0000","100 %","0000009999"
"08.01.2019 03:00:00 AM - 04:00:00 AM","43473.3750000000","2,298,081 KByte","2353234974.9316","5,230 kbit/s","653725.4113","1,877,640 KByte","1922703541.0466","4,273 kbit/s","534124.3763","420,441 KByte","430531433.8850","957 kbit/s","119601.0350","0 %","0.0000","100 %","0000009999"
"08.01.2019 04:00:00 AM - 05:00:00 AM","43473.4166666667","1,558,621 KByte","1596027957.6862","3,547 kbit/s","443375.5841","1,154,232 KByte","1181933889.6581","2,627 kbit/s","328340.5069","404,389 KByte","414094068.0282","920 kbit/s","115035.0772","0 %","0.0000","100 %","0000009999"
"08.01.2019 05:00:00 AM - 06:00:00 AM","43473.4583333333","1,268,571 KByte","1299016479.0659","2,887 kbit/s","360864.9757","1,091,285 KByte","1117475972.0474","2,483 kbit/s","310433.2747","177,286 KByte","181540507.0185","403 kbit/s","50431.7010","0 %","0.0000","100 %","0000009999"
"08.01.2019 06:00:00 AM - 07:00:00 AM","43473.5000000000","74,763,468 KByte","76557791365.5614","170,140 kbit/s","21267530.0689","69,397,571 KByte","71063113191.1520","157,929 kbit/s","19741124.5756","5,365,897 KByte","5494678174.4094","12,211 kbit/s","1526405.4933","0 %","0.0000","100 %","0000009999"
"08.01.2019 07:00:00 AM - 08:00:00 AM","43473.5416666667","90,480,236 KByte","92651762111.1205","205,907 kbit/s","25738387.9745","78,643,522 KByte","80530966761.1286","178,970 kbit/s","22371266.5494","11,836,714 KByte","12120795349.9919","26,937 kbit/s","3367121.4251","0 %","0.0000","100 %","0000009999"
"08.01.2019 08:00:00 AM - 09:00:00 AM","43473.5833333333","89,623,507 KByte","91774471149.0293","203,960 kbit/s","25494962.4134","80,111,541 KByte","82034218322.0982","182,313 kbit/s","22789118.6574","9,511,966 KByte","9740252826.9312","21,647 kbit/s","2705843.7560","0 %","0.0000","100 %","0000009999"
"08.01.2019 09:00:00 AM - 10:00:00 AM","43473.6250000000","121,912,709 KByte","124838614225.9312","277,439 kbit/s","34679897.4998","101,889,511 KByte","104334859091.1836","231,872 kbit/s","28983998.5919","20,023,198 KByte","20503755134.7475","45,567 kbit/s","5695898.9079","0 %","0.0000","100 %","0000009999"
"08.01.2019 10:00:00 AM - 11:00:00 AM","43473.6666666667","142,093,468 KByte","145503711144.1194","323,363 kbit/s","40420392.2328","113,450,731 KByte","116173548940.6286","258,181 kbit/s","32272581.7667","28,642,737 KByte","29330162203.4908","65,182 kbit/s","8147810.4661","0 %","0.0000","100 %","0000009999"
"08.01.2019 11:00:00 AM - 12:00:00 PM","43473.7083333333","127,131,309 KByte","130182459969.4963","289,317 kbit/s","36164607.2388","112,035,898 KByte","114724759833.9929","254,964 kbit/s","31870467.6569","15,095,410 KByte","15457700135.5034","34,353 kbit/s","4294139.5818","0 %","0.0000","100 %","0000009999"
"08.01.2019 12:00:00 PM - 01:00:00 PM","43473.7500000000","111,686,994 KByte","114367481764.3483","254,168 kbit/s","31771039.5096","102,552,041 KByte","105013289619.8782","233,380 kbit/s","29172465.1280","9,134,953 KByte","9354192144.4702","20,789 kbit/s","2598574.3816","0 %","0.0000","100 %","0000009999"
"08.01.2019 01:00:00 PM - 02:00:00 PM","43473.7916666667","87,884,665 KByte","89993897216.3808","200,000 kbit/s","25000040.8963","80,250,914 KByte","82176936261.7428","182,628 kbit/s","22828512.0527","7,633,751 KByte","7816960954.6380","17,372 kbit/s","2171528.8436","0 %","0.0000","100 %","0000009999"
"08.01.2019 02:00:00 PM - 03:00:00 PM","43473.8333333333","88,026,311 KByte","90138942182.5800","200,323 kbit/s","25040403.5243","78,520,577 KByte","80405070546.9485","178,691 kbit/s","22336354.9998","9,505,734 KByte","9733871635.6315","21,632 kbit/s","2704048.5245","0 %","0.0000","100 %","0000009999"
"08.01.2019 03:00:00 PM - 04:00:00 PM","43473.8750000000","87,275,120 KByte","89369722734.9980","198,615 kbit/s","24826922.9285","78,502,145 KByte","80386196012.8583","178,650 kbit/s","22331297.8026","8,772,975 KByte","8983526722.1397","19,965 kbit/s","2495625.1260","0 %","0.0000","100 %","0000009999"
"08.01.2019 04:00:00 PM - 05:00:00 PM","43473.9166666667","95,046,312 KByte","97327423231.4324","216,302 kbit/s","27037723.5905","84,228,474 KByte","86249957512.9198","191,683 kbit/s","23960384.7867","10,817,838 KByte","11077465718.5126","24,619 kbit/s","3077338.8038","0 %","0.0000","100 %","0000009999"
"08.01.2019 05:00:00 PM - 06:00:00 PM","43473.9583333333","95,577,032 KByte","97870881025.1382","217,507 kbit/s","27188319.4412","88,646,921 KByte","90774447478.6938","201,736 kbit/s","25216945.5235","6,930,111 KByte","7096433546.4444","15,771 kbit/s","1971373.9177","0 %","0.0000","100 %","0000009999"
"08.01.2019 06:00:00 PM - 07:00:00 PM","43474.0000000000","92,076,408 KByte","94286241707.6111","209,541 kbit/s","26192659.9034","85,123,223 KByte","87166180122.7953","193,718 kbit/s","24214711.1783","6,953,185 KByte","7120061584.8158","15,824 kbit/s","1977948.7251","0 %","0.0000","100 %","0000009999"
"08.01.2019 07:00:00 PM - 08:00:00 PM","43474.0416666667","82,069,397 KByte","84039062571.8571","186,767 kbit/s","23345870.1384","73,527,496 KByte","75292156206.6084","167,328 kbit/s","20915998.4351","8,541,901 KByte","8746906365.2487","19,439 kbit/s","2429871.7033","0 %","0.0000","100 %","0000009999"
"08.01.2019 08:00:00 PM - 09:00:00 PM","43474.0833333333","60,538,440 KByte","61991362483.1219","137,770 kbit/s","17221305.8578","52,771,813 KByte","54038336310.3566","120,096 kbit/s","15011941.6701","7,766,627 KByte","7953026172.7653","17,675 kbit/s","2209364.1877","0 %","0.0000","100 %","0000009999"
"08.01.2019 09:00:00 PM - 10:00:00 PM","43474.1250000000","35,288,111 KByte","36135025359.4983","80,307 kbit/s","10038427.2335","28,633,233 KByte","29320430931.9234","65,162 kbit/s","8145310.8012","6,654,877 KByte","6814594427.5749","15,145 kbit/s","1893116.4322","0 %","0.0000","100 %","0000009999"
"08.01.2019 10:00:00 PM - 11:00:00 PM","43474.1666666667","5,506,189 KByte","5638337529.5728","12,530 kbit/s","1566300.5877","5,165,560 KByte","5289533273.4318","11,755 kbit/s","1469404.5951","340,629 KByte","348804256.1410","775 kbit/s","96895.9926","0 %","0.0000","100 %","0000009999"
"08.01.2019 11:00:00 PM - 12:00:00 AM","43474.2083333333","2,283,671 KByte","2338479343.9755","5,197 kbit/s","649628.1222","2,132,206 KByte","2183378709.4470","4,852 kbit/s","606541.2614","151,465 KByte","155100634.5285","345 kbit/s","43086.8608","0 %","0.0000","100 %","0000009999"
"09.01.2019 12:00:00 AM - 01:00:00 AM","43474.2500000000","2,785,224 KByte","2852069845.1145","6,338 kbit/s","792303.2472","2,588,934 KByte","2651068509.7030","5,892 kbit/s","736465.2000","196,290 KByte","201001335.4115","447 kbit/s","55838.0472","0 %","0.0000","100 %","0000009999"
"09.01.2019 01:00:00 AM - 02:00:00 AM","43474.2916666667","1,936,179 KByte","1982646819.8965","4,406 kbit/s","550770.4159","1,782,965 KByte","1825755663.7285","4,057 kbit/s","507186.7546","153,214 KByte","156891156.1680","349 kbit/s","43583.6612","0 %","0.0000","100 %","0000009999"
"09.01.2019 02:00:00 AM - 03:00:00 AM","43474.3333333333","2,760,754 KByte","2827012227.4750","6,283 kbit/s","785333.5299","2,574,264 KByte","2636045893.6190","5,858 kbit/s","732283.7894","186,491 KByte","190966333.8560","424 kbit/s","53049.7405","0 %","0.0000","100 %","0000009999"
"09.01.2019 03:00:00 AM - 04:00:00 AM","43474.3750000000","1,602,277 KByte","1640731597.5022","3,646 kbit/s","455794.2277","1,451,167 KByte","1485995444.2192","3,302 kbit/s","412808.6196","151,110 KByte","154736153.2830","344 kbit/s","42985.6081","0 %","0.0000","100 %","0000009999"
"09.01.2019 04:00:00 AM - 05:00:00 AM","43474.4166666667","2,072,587 KByte","2122328680.1128","4,717 kbit/s","589581.6008","1,792,363 KByte","1835379666.6333","4,079 kbit/s","509867.3415","280,224 KByte","286949013.4795","638 kbit/s","79714.2593","0 %","0.0000","100 %","0000009999"
"09.01.2019 05:00:00 AM - 06:00:00 AM","43474.4583333333","1,966,464 KByte","2013659350.2080","4,475 kbit/s","559394.8819","1,812,870 KByte","1856378656.0525","4,126 kbit/s","515702.2805","153,594 KByte","157280694.1555","350 kbit/s","43692.6014","0 %","0.0000","100 %","0000009999"
"09.01.2019 06:00:00 AM - 07:00:00 AM","43474.5000000000","54,950,453 KByte","56269264126.9820","125,051 kbit/s","15631436.6628","50,347,063 KByte","51555392712.1415","114,575 kbit/s","14321936.9990","4,603,390 KByte","4713871414.8405","10,476 kbit/s","1309499.6638","0 %","0.0000","100 %","0000009999"
"09.01.2019 07:00:00 AM - 08:00:00 AM","43474.5416666667","97,257,315 KByte","99591490572.3515","221,332 kbit/s","27666454.7721","82,666,367 KByte","84650359452.4995","188,127 kbit/s","23515817.7449","14,590,948 KByte","14941131119.8520","33,205 kbit/s","4150637.0273","0 %","0.0000","100 %","0000009999"
"09.01.2019 08:00:00 AM - 09:00:00 AM","43474.5833333333","126,930,803 KByte","129977142291.6700","288,861 kbit/s","36107570.1143","109,255,961 KByte","111878104343.0925","248,637 kbit/s","31079668.5140","17,674,842 KByte","18099037948.5775","40,223 kbit/s","5027901.6003","0 %","0.0000","100 %","0000009999"
"09.01.2019 09:00:00 AM - 10:00:00 AM","43474.6250000000","140,746,770 KByte","144124692685.4966","320,303 kbit/s","40037862.1293","121,074,229 KByte","123980010474.2700","275,533 kbit/s","34441666.2660","19,672,541 KByte","20144682211.2266","44,770 kbit/s","5596195.8633","0 %","0.0000","100 %","0000009999"
"09.01.2019 10:00:00 AM - 11:00:00 AM","43474.6666666667","156,200,916 KByte","159949737774.8511","355,472 kbit/s","44433938.6882","132,187,306 KByte","135359801281.5762","300,823 kbit/s","37602869.4681","24,013,610 KByte","24589936493.2749","54,649 kbit/s","6831069.2202","0 %","0.0000","100 %","0000009999"
"09.01.2019 11:00:00 AM - 12:00:00 PM","43474.7083333333","139,857,916 KByte","143214505705.7330","318,282 kbit/s","39785233.0911","116,063,899 KByte","118849432945.6021","264,133 kbit/s","33016574.4677","23,794,016 KByte","24365072760.1308","54,149 kbit/s","6768658.6234","0 %","0.0000","100 %","0000009999"
"09.01.2019 12:00:00 PM - 01:00:00 PM","43474.7500000000","113,352,095 KByte","116072545137.5201","257,956 kbit/s","32244523.2842","103,205,630 KByte","105682565549.9375","234,866 kbit/s","29358225.4233","10,146,464 KByte","10389979587.5826","23,090 kbit/s","2886297.8609","0 %","0.0000","100 %","0000009999"
"09.01.2019 01:00:00 PM - 02:00:00 PM","43474.7916666667","100,160,616 KByte","102564470686.2746","227,938 kbit/s","28492267.6663","73,029,563 KByte","74782272867.7095","166,195 kbit/s","20774411.6552","27,131,053 KByte","27782197818.5652","61,743 kbit/s","7717856.0110","0 %","0.0000","100 %","0000009999"
"09.01.2019 02:00:00 PM - 03:00:00 PM","43474.8333333333","121,723,878 KByte","124645251244.6930","277,008 kbit/s","34625989.3006","84,416,111 KByte","86442097722.3357","192,106 kbit/s","24013294.6981","37,307,767 KByte","38203153522.3573","84,902 kbit/s","10612694.6025","0 %","0.0000","100 %","0000009999"
"09.01.2019 03:00:00 PM - 04:00:00 PM","43474.8750000000","156,129,724 KByte","159876837814.7083","355,310 kbit/s","44413810.5055","112,042,434 KByte","114731452874.3740","254,979 kbit/s","31872415.5208","44,087,290 KByte","45145384940.3342","100,331 kbit/s","12541394.9847","0 %","0.0000","100 %","0000009999"
"09.01.2019 04:00:00 PM - 05:00:00 PM","43474.9166666667","93,050,743 KByte","95283961286.3741","211,756 kbit/s","26469458.1283","84,474,292 KByte","86501675476.3971","192,238 kbit/s","24029778.4237","8,576,451 KByte","8782285809.9769","19,517 kbit/s","2439679.7045","0 %","0.0000","100 %","0000009999"
"09.01.2019 05:00:00 PM - 06:00:00 PM","43474.9583333333","92,652,589 KByte","94876250724.8760","210,852 kbit/s","26356490.8271","80,359,608 KByte","82288238173.7649","182,876 kbit/s","22859558.4040","12,292,981 KByte","12588012551.1111","27,975 kbit/s","3496932.4230","0 %","0.0000","100 %","0000009999"
"09.01.2019 06:00:00 PM - 07:00:00 PM","43475.0000000000","70,963,242 KByte","72666359621.0262","161,492 kbit/s","20186557.8128","65,474,047 KByte","67045424474.8384","149,001 kbit/s","18625074.1650","5,489,194 KByte","5620935146.1878","12,492 kbit/s","1561483.6478","0 %","0.0000","100 %","0000009999"
"09.01.2019 07:00:00 PM - 08:00:00 PM","43475.0416666667","73,573,023 KByte","75338775268.8435","167,432 kbit/s","20928949.1099","67,330,360 KByte","68946288382.0630","153,225 kbit/s","19153130.0544","6,242,663 KByte","6392486886.7805","14,207 kbit/s","1775819.0555","0 %","0.0000","100 %","0000009999"
"09.01.2019 08:00:00 PM - 09:00:00 PM","43475.0833333333","57,428,559 KByte","58806844006.0960","130,691 kbit/s","16336414.2983","53,428,987 KByte","54711283121.6360","121,589 kbit/s","15198676.3271","3,999,571 KByte","4095560884.4600","9,102 kbit/s","1137737.9712","0 %","0.0000","100 %","0000009999"
"09.01.2019 09:00:00 PM - 10:00:00 PM","43475.1250000000","34,735,107 KByte","35568750020.3893","79,048 kbit/s","9881031.7583","31,337,187 KByte","32089279857.3605","71,315 kbit/s","8914431.7186","3,397,920 KByte","3479470163.0288","7,733 kbit/s","966600.0397","0 %","0.0000","100 %","0000009999"
"09.01.2019 10:00:00 PM - 11:00:00 PM","43475.1666666667","4,930,328 KByte","5048655419.4850","11,220 kbit/s","1402513.3676","4,433,716 KByte","4540125201.5788","10,090 kbit/s","1261243.9861","496,612 KByte","508530217.9062","1,130 kbit/s","141269.3815","0 %","0.0000","100 %","0000009999"
"09.01.2019 11:00:00 PM - 12:00:00 AM","43475.2083333333","3,998,837 KByte","4094809533.3413","9,100 kbit/s","1137535.5676","3,781,128 KByte","3871874642.3117","8,605 kbit/s","1075604.3921","217,710 KByte","222934891.0297","495 kbit/s","61931.1755","0 %","0.0000","100 %","0000009999"
"10.01.2019 12:00:00 AM - 01:00:00 AM","43475.2500000000","1,414,047 KByte","1447983783.2000","3,218 kbit/s","402245.6513","1,277,055 KByte","1307704408.9884","2,906 kbit/s","363276.4523","136,992 KByte","140279374.2116","312 kbit/s","38969.1990","0 %","0.0000","100 %","0000009999"
"10.01.2019 01:00:00 AM - 02:00:00 AM","43475.2916666667","2,670,756 KByte","2734854114.4790","6,078 kbit/s","759732.3473","2,480,234 KByte","2539759150.0240","5,644 kbit/s","705535.6885","190,522 KByte","195094964.4551","434 kbit/s","54196.6588","0 %","0.0000","100 %","0000009999"
"10.01.2019 02:00:00 AM - 03:00:00 AM","43475.3333333333","2,473,625 KByte","2532991576.2881","5,629 kbit/s","703653.7268","2,294,675 KByte","2349747222.6326","5,222 kbit/s","652749.2653","178,950 KByte","183244353.6555","407 kbit/s","50904.4616","0 %","0.0000","100 %","0000009999"
"10.01.2019 03:00:00 AM - 04:00:00 AM","43475.3750000000","1,274,872 KByte","1305468757.0533","2,901 kbit/s","362658.4171","1,002,478 KByte","1026537749.7537","2,281 kbit/s","285171.5549","272,394 KByte","278931007.2996","620 kbit/s","77486.8621","0 %","0.0000","100 %","0000009999"
"10.01.2019 04:00:00 AM - 05:00:00 AM","43475.4166666667","2,002,131 KByte","2050182269.0559","4,556 kbit/s","569537.7901","1,794,608 KByte","1837678129.3103","4,084 kbit/s","510504.4349","207,524 KByte","212504139.7456","472 kbit/s","59033.3552","0 %","0.0000","100 %","0000009999"
"10.01.2019 05:00:00 AM - 06:00:00 AM","43475.4583333333","1,680,909 KByte","1721250667.8835","3,825 kbit/s","478162.3759","1,540,560 KByte","1577533285.8434","3,506 kbit/s","438237.7757","140,349 KByte","143717382.0402","319 kbit/s","39924.6003","0 %","0.0000","100 %","0000009999"
"10.01.2019 06:00:00 AM - 07:00:00 AM","43475.5000000000","29,433,397 KByte","30139798565.6005","66,982 kbit/s","8372794.2278","27,143,860 KByte","27795312594.2376","61,772 kbit/s","7721499.2775","2,289,537 KByte","2344485971.3628","5,210 kbit/s","651294.9503","0 %","0.0000","100 %","0000009999"
"10.01.2019 07:00:00 AM - 08:00:00 AM","43475.5416666667","100,238,707 KByte","102644436417.4785","228,116 kbit/s","28514482.0355","90,590,785 KByte","92764964089.5102","206,160 kbit/s","25769978.3288","9,647,922 KByte","9879472327.9683","21,956 kbit/s","2744503.7067","0 %","0.0000","100 %","0000009999"
"10.01.2019 08:00:00 AM - 09:00:00 AM","43475.5833333333","100,151,747 KByte","102555389102.7815","227,917 kbit/s","28489665.6711","91,606,077 KByte","93804622760.0308","208,470 kbit/s","26058721.6744","8,545,670 KByte","8750766342.7507","19,448 kbit/s","2430943.9967","0 %","0.0000","100 %","0000009999"
"10.01.2019 09:00:00 AM - 10:00:00 AM","43475.6250000000","112,577,913 KByte","115279782413.2490","256,194 kbit/s","32024296.7346","103,733,550 KByte","106223154886.3530","236,067 kbit/s","29508399.1395","8,844,363 KByte","9056627526.8960","20,127 kbit/s","2515897.5951","0 %","0.0000","100 %","0000009999"
"10.01.2019 10:00:00 AM - 11:00:00 AM","43475.6666666667","113,736,283 KByte","116465953680.0450","258,833 kbit/s","32354080.3560","101,297,151 KByte","103728282432.2760","230,525 kbit/s","28815572.9547","12,439,132 KByte","12737671247.7690","28,308 kbit/s","3538507.4013","0 %","0.0000","100 %","0000009999"
"10.01.2019 11:00:00 AM - 12:00:00 PM","43475.7083333333","122,372,442 KByte","125309380831.2140","278,485 kbit/s","34810675.4463","110,656,113 KByte","113311859458.2420","251,822 kbit/s","31477789.9121","11,716,329 KByte","11997521372.9720","26,663 kbit/s","3332885.5342","0 %","0.0000","100 %","0000009999"
"10.01.2019 12:00:00 PM - 01:00:00 PM","43475.7500000000","109,363,025 KByte","111987737399.9570","248,879 kbit/s","31109865.2406","96,340,629 KByte","98652804028.6280","219,244 kbit/s","27405459.8316","13,022,396 KByte","13334933371.3290","29,635 kbit/s","3704405.4091","0 %","0.0000","100 %","0000009999"
"10.01.2019 01:00:00 PM - 02:00:00 PM","43475.7916666667","97,593,552 KByte","99935797674.4960","222,096 kbit/s","27762025.9504","86,569,384 KByte","88647048848.4300","197,008 kbit/s","24626027.1877","11,024,169 KByte","11288748826.0660","25,088 kbit/s","3135998.7627","0 %","0.0000","100 %","0000009999"
